%DataLog%
Filename: STOCK_03_Kickdown_Pass.csv
Vehicle ID: SIM-STOCK-01ECU Strategy: OEM-FACTORY-V1.0
--------------------------------------------------
Timestamp (s),Engine RPM,Throttle Position (%),Accelerator Pedal (%),Manifold Absolute Pressure (psi),Mass Air Flow (g/s),Air-Fuel Ratio (AFR),Ignition Timing (deg BTDC),Knock Retard Total (deg),HPFP Pressure (psi),LPFP Pressure (psi),Injector Duty Cycle (%),Wastegate Duty Cycle (%),Intake Air Temp (deg C),Engine Coolant Temp (deg C),Short Term Fuel Trim (%),Long Term Fuel Trim (%),Battery Voltage (V)
1.206,2500.0,20.0,20.0,9.7,19.4,14.62,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,0.4,1.2,13.75
1.256,2500.0,20.0,20.0,9.7,19.4,14.69,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,0.05,1.2,13.74
1.307,2500.0,20.0,20.0,9.7,19.4,14.76,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,-0.32,1.2,13.76
1.357,2500.0,20.0,20.0,9.7,19.4,14.82,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,-0.6,1.2,13.78
1.407,2500.0,20.0,20.0,9.7,19.4,14.85,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,-0.74,1.2,13.87
1.457,2500.0,20.0,20.0,9.7,19.4,14.84,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,-0.7,1.2,13.82
1.508,2500.0,20.0,20.0,9.7,19.4,14.8,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,-0.49,1.2,13.79
1.558,2500.0,20.0,20.0,9.7,19.4,14.73,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,-0.15,1.2,13.81
1.608,2500.0,20.0,20.0,9.7,19.4,14.66,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,0.22,1.2,13.78
1.658,2500.0,20.0,20.0,9.7,19.4,14.59,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,0.53,1.2,13.77
1.709,2500.0,20.0,20.0,9.7,19.4,14.56,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,0.72,1.2,13.79
1.759,2500.0,20.0,20.0,9.7,19.4,14.55,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,0.73,1.2,13.78
1.809,2500.0,20.0,20.0,9.7,19.4,14.59,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,0.56,1.2,13.74
1.859,2500.0,20.0,20.0,9.7,19.4,14.65,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,0.26,1.2,13.8
1.91,2500.0,20.0,20.0,9.7,19.4,14.72,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,-0.11,1.2,13.8
1.96,2500.0,20.0,20.0,9.7,19.4,14.79,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,-0.45,1.2,13.77
2.01,2500.0,20.0,20.0,9.7,19.4,14.84,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,-0.68,1.2,13.75
2.06,2500.0,20.0,20.0,9.7,19.4,14.85,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,-0.75,1.2,13.78
2.111,2500.0,20.0,20.0,9.7,19.4,14.83,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,-0.63,1.2,13.8
2.161,2500.0,20.0,20.0,9.7,19.4,14.77,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,-0.35,1.2,13.8
2.211,2500.0,20.0,20.0,9.7,19.4,14.7,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,0.01,1.2,13.81
2.261,2500.0,20.0,20.0,9.7,19.4,14.63,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,0.37,1.2,13.84
2.312,2500.0,20.0,20.0,9.7,19.4,14.57,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,0.63,1.2,13.8
2.362,2500.0,20.0,20.0,9.7,19.4,14.55,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,0.75,1.2,13.84
2.412,2500.0,20.0,20.0,9.7,19.4,14.56,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,0.68,1.2,13.79
2.462,2500.0,20.0,20.0,9.7,19.4,14.61,31.0,0.0,2000.0,75.0,7.8,10.0,35.0,90.0,0.44,1.2,13.84
2.513,4500.0,0.0,100.0,9.7,34.92,20.0,31.0,0.0,2000.0,75.0,14.0,0.0,35.0,90.0,-26.5,1.2,13.84
2.563,4500.0,50.0,100.0,19.95,71.83,14.75,18.7,0.0,2000.0,75.0,28.7,25.0,35.0,90.0,-0.27,1.2,13.88
2.613,4500.0,75.0,100.0,22.61,81.41,14.81,15.5,0.0,2000.0,75.0,32.6,37.5,35.0,90.0,-0.57,1.2,13.78
2.663,4500.0,87.5,100.0,23.97,86.29,12.8,13.88,0.0,1575.0,68.0,34.5,43.8,35.0,90.0,9.5,1.2,13.82
2.714,4500.0,93.8,100.0,24.67,88.81,12.8,13.04,0.0,1575.0,68.0,35.5,46.9,35.0,90.0,9.5,1.2,13.79
2.764,4500.0,96.9,100.0,25.03,90.12,12.8,12.6,0.0,1575.0,68.0,36.0,48.4,35.0,90.0,9.5,1.2,13.75
2.814,4520.0,98.4,100.0,25.23,91.34,12.8,12.36,0.0,1574.0,68.0,36.5,49.2,35.0,90.0,9.5,1.2,13.76
2.864,4550.0,99.2,100.0,25.34,92.25,12.8,12.23,0.0,1572.0,68.0,36.9,49.6,35.0,90.0,9.5,1.2,13.77
2.915,4570.0,99.6,100.0,25.41,93.01,12.8,12.15,0.0,1571.0,68.0,37.2,49.8,35.0,90.0,9.5,1.2,13.77
2.965,4600.0,99.8,100.0,25.46,93.68,12.8,12.09,0.0,1570.0,68.0,37.5,49.9,35.0,90.0,9.5,1.2,13.81
3.015,4620.0,99.9,100.0,25.49,94.31,12.8,12.05,0.0,1569.0,68.0,37.7,50.0,35.0,90.0,9.5,1.2,13.8
3.065,4650.0,100.0,100.0,25.51,94.91,12.8,12.03,0.0,1568.0,68.0,38.0,50.0,35.0,90.0,9.5,1.2,13.77
3.116,4670.0,100.0,100.0,25.53,95.49,12.8,12.0,0.0,1566.0,68.0,38.2,50.0,35.0,90.0,9.5,1.2,13.73
3.166,4700.0,100.0,100.0,25.55,96.07,12.8,11.98,0.0,1565.0,68.0,38.4,50.0,35.0,90.0,9.5,1.2,13.86
3.216,4720.0,100.0,100.0,25.56,96.63,12.8,11.96,0.0,1564.0,68.0,38.7,50.0,35.0,90.0,9.5,1.2,13.88
3.266,4750.0,100.0,100.0,25.58,97.19,12.8,11.95,0.0,1562.0,68.0,38.9,50.0,35.0,90.0,9.5,1.2,13.82
3.317,4770.0,100.0,100.0,25.59,97.75,12.8,11.93,0.0,1561.0,68.0,39.1,50.0,35.0,90.0,9.5,1.2,13.8
3.367,4800.0,100.0,100.0,25.6,98.3,12.8,11.92,0.0,1560.0,68.0,39.3,50.0,35.0,90.0,9.5,1.2,13.73
3.417,4820.0,100.0,100.0,25.61,98.85,12.8,11.91,0.0,1559.0,68.0,39.5,50.0,35.0,90.0,9.5,1.2,13.75
3.467,4850.0,100.0,100.0,25.62,99.4,12.8,11.9,0.0,1558.0,68.0,39.8,50.0,35.0,90.0,9.5,1.2,13.77
3.518,4870.0,100.0,100.0,25.63,99.94,12.8,11.89,0.0,1556.0,68.0,40.0,50.0,35.0,90.0,9.5,1.2,13.77
3.568,4900.0,100.0,100.0,25.63,100.48,12.8,11.88,0.0,1555.0,68.0,40.2,50.0,35.0,90.0,9.5,1.2,13.8
3.618,4920.0,100.0,100.0,25.64,101.02,12.8,11.87,0.0,1554.0,68.0,40.4,50.0,35.0,90.0,9.5,1.2,13.72
3.668,4950.0,100.0,100.0,25.65,101.55,12.8,11.87,0.0,1552.0,68.0,40.6,50.0,35.0,90.0,9.5,1.2,13.83
3.719,4970.0,100.0,100.0,25.65,102.09,12.8,11.86,0.0,1551.0,68.0,40.8,50.0,35.0,90.0,9.5,1.2,13.74
3.769,5000.0,100.0,100.0,25.66,102.62,12.8,11.85,0.0,1550.0,68.0,41.0,50.0,35.0,90.0,9.5,1.2,13.81
3.819,5020.0,100.0,100.0,25.66,103.15,12.8,11.85,0.0,1549.0,68.0,41.3,50.0,35.0,90.0,9.5,1.2,13.82
3.869,5050.0,100.0,100.0,25.66,103.68,12.8,11.84,0.0,1548.0,68.0,41.5,50.0,35.0,90.0,9.5,1.2,13.78
3.92,5070.0,100.0,100.0,25.67,104.21,12.8,11.84,0.0,1546.0,68.0,41.7,50.0,35.0,90.0,9.5,1.2,13.77
3.97,5100.0,100.0,100.0,25.67,104.73,12.8,11.84,0.0,1545.0,68.0,41.9,50.0,35.0,90.0,9.5,1.2,13.81
4.02,5120.0,100.0,100.0,25.67,105.26,12.8,11.83,0.0,1544.0,68.0,42.1,50.0,35.0,90.0,9.5,1.2,13.78
4.07,5150.0,100.0,100.0,25.68,105.78,12.8,11.83,0.0,1542.0,68.0,42.3,50.0,35.0,90.0,9.5,1.2,13.84
4.121,5170.0,100.0,100.0,25.68,106.31,12.8,11.83,0.0,1541.0,68.0,42.5,50.0,35.0,90.0,9.5,1.2,13.87
4.171,5200.0,100.0,100.0,25.68,106.83,12.8,11.82,0.0,1540.0,68.0,42.7,50.0,35.0,90.0,9.5,1.2,13.78
4.221,5220.0,100.0,100.0,25.68,107.35,12.8,11.82,0.0,1539.0,68.0,42.9,50.0,35.0,90.0,9.5,1.2,13.83
4.271,5250.0,100.0,100.0,25.68,107.87,12.8,11.82,0.0,1538.0,68.0,43.1,50.0,35.0,90.0,9.5,1.2,13.76
4.322,5270.0,100.0,100.0,25.69,108.39,12.8,11.82,0.0,1536.0,68.0,43.4,50.0,35.0,90.0,9.5,1.2,13.78
4.372,5300.0,100.0,100.0,25.69,108.91,12.8,11.82,0.0,1535.0,68.0,43.6,50.0,35.0,90.0,9.5,1.2,13.84
4.422,5320.0,100.0,100.0,25.69,109.43,12.8,11.81,0.0,1534.0,68.0,43.8,50.0,35.0,90.0,9.5,1.2,13.82
4.472,5350.0,100.0,100.0,25.69,109.95,12.8,11.81,0.0,1532.0,68.0,44.0,50.0,35.0,90.0,9.5,1.2,13.8
4.523,5370.0,100.0,100.0,25.69,110.47,12.8,11.81,0.0,1531.0,68.0,44.2,50.0,35.0,90.0,9.5,1.2,13.81
4.573,5400.0,100.0,100.0,25.69,110.98,12.8,11.81,0.0,1530.0,68.0,44.4,50.0,35.0,90.0,9.5,1.2,13.83
4.623,5420.0,100.0,100.0,25.69,111.5,12.8,11.81,0.0,1529.0,68.0,44.6,50.0,35.0,90.0,9.5,1.2,13.73
4.673,5450.0,100.0,100.0,25.69,112.02,12.8,11.81,0.0,1528.0,68.0,44.8,50.0,35.0,90.0,9.5,1.2,13.83
4.724,5470.0,100.0,100.0,25.69,112.54,12.8,11.81,0.0,1526.0,68.0,45.0,50.0,35.0,90.0,9.5,1.2,13.82
4.774,5500.0,100.0,100.0,25.69,113.05,12.8,11.81,0.0,1525.0,68.0,45.2,50.0,35.0,90.0,9.5,1.2,13.71
4.824,5520.0,100.0,100.0,25.69,113.57,12.8,11.81,0.0,1524.0,68.0,45.4,50.0,35.0,90.0,9.5,1.2,13.79
4.874,5550.0,100.0,100.0,25.7,114.09,12.8,11.81,0.0,1522.0,68.0,45.6,50.0,35.0,90.0,9.5,1.2,13.86
4.925,5570.0,100.0,100.0,25.7,114.6,12.8,11.81,0.0,1521.0,68.0,45.8,50.0,35.0,90.0,9.5,1.2,13.81
4.975,5600.0,100.0,100.0,25.7,115.12,12.8,11.8,0.0,1520.0,68.0,46.0,50.0,35.0,90.0,9.5,1.2,13.85
5.025,5620.0,100.0,100.0,25.7,115.63,12.8,11.8,0.0,1519.0,68.0,46.3,50.0,35.0,90.0,9.5,1.2,13.83
5.075,5650.0,100.0,100.0,25.7,116.15,12.8,11.8,0.0,1518.0,68.0,46.5,50.0,35.0,90.0,9.5,1.2,13.81
5.126,5670.0,100.0,100.0,25.7,116.66,12.8,11.8,0.0,1516.0,68.0,46.7,50.0,35.0,90.0,9.5,1.2,13.73
5.176,5700.0,100.0,100.0,25.7,117.18,12.8,11.8,0.0,1515.0,68.0,46.9,50.0,35.0,90.0,9.5,1.2,13.76
5.226,5720.0,100.0,100.0,25.7,117.69,12.8,11.8,0.0,1514.0,68.0,47.1,50.0,35.0,90.0,9.5,1.2,13.81
5.276,5750.0,100.0,100.0,25.7,118.21,12.8,11.8,0.0,1512.0,68.0,47.3,50.0,35.0,90.0,9.5,1.2,13.82
5.327,5770.0,100.0,100.0,25.7,118.72,12.8,11.8,0.0,1511.0,68.0,47.5,50.0,35.0,90.0,9.5,1.2,13.86
5.377,5800.0,100.0,100.0,25.7,119.24,12.8,11.8,0.0,1510.0,68.0,47.7,50.0,35.0,90.0,9.5,1.2,13.78
5.427,5820.0,100.0,100.0,25.7,119.75,12.8,11.8,0.0,1509.0,68.0,47.9,50.0,35.0,90.0,9.5,1.2,13.74
5.477,5850.0,100.0,100.0,25.7,120.27,12.8,11.8,0.0,1508.0,68.0,48.1,50.0,35.0,90.0,9.5,1.2,13.78
5.528,5870.0,100.0,100.0,25.7,120.78,12.8,11.8,0.0,1506.0,68.0,48.3,50.0,35.0,90.0,9.5,1.2,13.8
5.578,5900.0,100.0,100.0,25.7,121.3,12.8,11.8,0.0,1505.0,68.0,48.5,50.0,35.0,90.0,9.5,1.2,13.91
5.628,5920.0,100.0,100.0,25.7,121.81,12.8,11.8,0.0,1504.0,68.0,48.7,50.0,35.0,90.0,9.5,1.2,13.85
5.678,5950.0,100.0,100.0,25.7,122.33,12.8,11.8,0.0,1502.0,68.0,48.9,50.0,35.0,90.0,9.5,1.2,13.8
5.729,5970.0,100.0,100.0,25.7,122.84,12.8,11.8,0.0,1501.0,68.0,49.1,50.0,35.0,90.0,9.5,1.2,13.73
5.779,6000.0,100.0,100.0,25.7,123.36,12.8,11.8,0.0,1500.0,68.0,49.3,50.0,35.0,90.0,9.5,1.2,13.79
5.829,6020.0,100.0,100.0,25.7,123.87,12.8,11.8,0.0,1499.0,68.0,49.5,50.0,35.0,90.0,9.5,1.2,13.59
5.879,6050.0,100.0,100.0,25.7,124.38,12.8,11.8,0.0,1498.0,68.0,49.8,50.0,35.0,90.0,9.5,1.2,13.81
5.93,6070.0,100.0,100.0,25.7,124.9,12.8,11.8,0.0,1496.0,68.0,50.0,50.0,35.0,90.0,9.5,1.2,13.78
5.98,6100.0,100.0,100.0,25.7,125.41,12.8,11.8,0.0,1495.0,68.0,50.2,50.0,35.0,90.0,9.5,1.2,13.79
6.03,6120.0,100.0,100.0,25.7,125.93,12.8,11.8,0.0,1494.0,68.0,50.4,50.0,35.0,90.0,9.5,1.2,13.84
6.08,6150.0,100.0,100.0,25.7,126.44,12.8,11.8,0.0,1492.0,68.0,50.6,50.0,35.0,90.0,9.5,1.2,13.82
6.131,6170.0,100.0,100.0,25.7,126.96,12.8,11.8,0.0,1491.0,68.0,50.8,50.0,35.0,90.0,9.5,1.2,13.7
6.181,6200.0,100.0,100.0,25.7,127.47,12.8,11.8,0.0,1490.0,68.0,51.0,50.0,35.0,90.0,9.5,1.2,13.79
6.231,6220.0,100.0,100.0,25.7,127.98,12.8,11.8,0.0,1489.0,68.0,51.2,50.0,35.0,90.0,9.5,1.2,13.86
6.281,6250.0,100.0,100.0,25.7,128.5,12.8,11.8,0.0,1488.0,68.0,51.4,50.0,35.0,90.0,9.5,1.2,13.8
6.332,6270.0,100.0,100.0,25.7,129.01,12.8,11.8,0.0,1486.0,68.0,51.6,50.0,35.0,90.0,9.5,1.2,13.83
6.382,6300.0,100.0,100.0,25.7,129.53,12.8,11.8,0.0,1485.0,68.0,51.8,50.0,35.0,90.0,9.5,1.2,13.9
6.432,6320.0,100.0,100.0,25.7,130.04,12.8,11.8,0.0,1484.0,68.0,52.0,50.0,35.0,90.0,9.5,1.2,13.76
6.482,6350.0,100.0,100.0,25.7,130.55,12.8,11.8,0.0,1482.0,68.0,52.2,50.0,35.0,90.0,9.5,1.2,13.82
6.533,6370.0,100.0,100.0,25.7,131.07,12.8,11.8,0.0,1481.0,68.0,52.4,50.0,35.0,90.0,9.5,1.2,13.86
6.583,6400.0,100.0,100.0,25.7,131.58,12.8,11.8,0.0,1480.0,68.0,52.6,50.0,35.0,90.0,9.5,1.2,13.86
6.633,6420.0,100.0,100.0,25.7,132.1,12.8,11.8,0.0,1479.0,68.0,52.8,50.0,35.0,90.0,9.5,1.2,13.79
6.683,6450.0,100.0,100.0,25.7,132.61,12.8,11.8,0.0,1478.0,68.0,53.0,50.0,35.0,90.0,9.5,1.2,13.79
6.734,6470.0,100.0,100.0,25.7,133.13,12.8,11.8,0.0,1476.0,68.0,53.3,50.0,35.0,90.0,9.5,1.2,13.78
6.784,6500.0,100.0,100.0,25.7,133.64,12.8,11.8,0.0,1475.0,68.0,53.5,50.0,35.0,90.0,9.5,1.2,13.93
6.834,6520.0,100.0,100.0,25.7,134.15,12.8,11.8,0.0,1474.0,68.0,53.7,50.0,35.0,90.0,9.5,1.2,13.66
6.884,6550.0,100.0,100.0,25.7,134.67,12.8,11.8,0.0,1472.0,68.0,53.9,50.0,35.0,90.0,9.5,1.2,13.84
6.935,6570.0,100.0,100.0,25.7,135.18,12.8,11.8,0.0,1471.0,68.0,54.1,50.0,35.0,90.0,9.5,1.2,13.85
6.985,6600.0,100.0,100.0,25.7,135.7,12.8,11.8,0.0,1470.0,68.0,54.3,50.0,35.0,90.0,9.5,1.2,13.74
7.035,6620.0,100.0,100.0,25.7,136.21,12.8,11.8,0.0,1469.0,68.0,54.5,50.0,35.0,90.0,9.5,1.2,13.84
7.085,6650.0,100.0,100.0,25.7,136.72,12.8,11.8,0.0,1468.0,68.0,54.7,50.0,35.0,90.0,9.5,1.2,13.8
7.136,6670.0,100.0,100.0,25.7,137.24,12.8,11.8,0.0,1466.0,68.0,54.9,50.0,35.0,90.0,9.5,1.2,13.73
7.186,6700.0,100.0,100.0,25.7,137.75,12.8,11.8,0.0,1465.0,68.0,55.1,50.0,35.0,90.0,9.5,1.2,13.84
7.236,6720.0,100.0,100.0,25.7,138.27,12.8,11.8,0.0,1464.0,68.0,55.3,50.0,35.0,90.0,9.5,1.2,13.73
7.286,6750.0,100.0,100.0,25.7,138.78,12.8,11.8,0.0,1462.0,68.0,55.5,50.0,35.0,90.0,9.5,1.2,13.8
7.337,6770.0,100.0,100.0,25.7,139.29,12.8,11.8,0.0,1461.0,68.0,55.7,50.0,35.0,90.0,9.5,1.2,13.81
7.387,6800.0,100.0,100.0,25.7,139.81,12.8,11.8,0.0,1460.0,68.0,55.9,50.0,35.0,90.0,9.5,1.2,13.77
7.437,6820.0,100.0,100.0,25.7,140.32,12.8,11.8,0.0,1459.0,68.0,56.1,50.0,35.0,90.0,9.5,1.2,13.9
7.487,6850.0,100.0,100.0,25.7,140.84,12.8,11.8,0.0,1458.0,68.0,56.3,50.0,35.0,90.0,9.5,1.2,13.83
7.538,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.8
7.588,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.8
7.638,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.75
7.688,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.84
7.739,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.81
7.789,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.75
7.839,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.79
7.889,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.79
7.94,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.82
7.99,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.69
8.04,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.86
8.09,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.81
8.141,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.83
8.191,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.8
8.241,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.8
8.291,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.86
8.342,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.78
8.392,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.86
8.442,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.85
8.492,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.86
8.543,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.82
8.593,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.78
8.643,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.77
8.693,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.8
8.744,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.85
8.794,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.79
8.844,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.82
8.894,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.76
8.945,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.81
8.995,2000.0,0.0,0.0,9.7,15.52,20.0,31.0,0.0,2000.0,75.0,6.2,0.0,35.0,90.0,-26.5,1.2,13.79
