%DataLog%
Filename: STOCK_02_Daily_Commute.csv
Vehicle ID: SIM-STOCK-01ECU Strategy: OEM-FACTORY-V1.0
--------------------------------------------------
Timestamp (s),Engine RPM,Throttle Position (%),Accelerator Pedal (%),Manifold Absolute Pressure (psi),Mass Air Flow (g/s),Air-Fuel Ratio (AFR),Ignition Timing (deg BTDC),Knock Retard Total (deg),HPFP Pressure (psi),LPFP Pressure (psi),Injector Duty Cycle (%),Wastegate Duty Cycle (%),Intake Air Temp (deg C),Engine Coolant Temp (deg C),Short Term Fuel Trim (%),Long Term Fuel Trim (%),Battery Voltage (V)
5.427,2460.0,15.0,15.0,9.7,19.11,14.62,31.0,0.0,2000.0,75.0,7.6,7.5,35.0,90.0,0.42,1.2,13.81
5.477,2460.0,15.0,15.0,9.7,19.12,14.57,31.0,0.0,2000.0,75.0,7.6,7.5,35.0,90.0,0.67,1.2,13.81
5.528,2460.0,15.0,15.0,9.7,19.13,14.55,31.0,0.0,2000.0,75.0,7.7,7.5,35.0,90.0,0.75,1.2,13.79
5.578,2460.0,15.0,15.0,9.7,19.15,14.57,31.0,0.0,2000.0,75.0,7.7,7.5,35.0,90.0,0.65,1.2,13.76
5.628,2460.0,15.0,15.0,9.7,19.16,14.62,31.0,0.0,2000.0,75.0,7.7,7.5,35.0,90.0,0.39,1.2,13.81
5.678,2470.0,15.0,15.0,9.7,19.18,14.69,31.0,0.0,2000.0,75.0,7.7,7.5,35.0,90.0,0.04,1.2,13.76
5.729,2470.0,15.0,15.0,9.7,19.2,14.77,31.0,0.0,2000.0,75.0,7.7,7.5,35.0,90.0,-0.33,1.2,13.77
5.779,2470.0,15.0,15.0,9.7,19.21,14.82,31.0,0.0,2000.0,75.0,7.7,7.5,35.0,90.0,-0.61,1.2,13.84
5.829,2470.0,15.0,15.0,9.7,19.23,14.85,31.0,0.0,2000.0,75.0,7.7,7.5,35.0,90.0,-0.74,1.2,13.84
5.879,2480.0,15.0,15.0,9.7,19.25,14.84,31.0,0.0,2000.0,75.0,7.7,7.5,35.0,90.0,-0.7,1.2,13.78
5.93,2480.0,15.0,15.0,9.7,19.27,14.8,31.0,0.0,2000.0,75.0,7.7,7.5,35.0,90.0,-0.48,1.2,13.77
5.98,2480.0,15.0,15.0,9.7,19.28,14.73,31.0,0.0,2000.0,75.0,7.7,7.5,35.0,90.0,-0.14,1.2,13.76
6.03,2480.0,15.0,15.0,9.7,19.3,14.65,31.0,0.0,2000.0,75.0,7.7,7.5,35.0,90.0,0.23,1.2,13.83
6.08,2480.0,15.0,15.0,9.7,19.32,14.59,31.0,0.0,2000.0,75.0,7.7,7.5,35.0,90.0,0.54,1.2,13.83
6.131,2490.0,15.0,15.0,9.7,19.34,14.56,31.0,0.0,2000.0,75.0,7.7,7.5,35.0,90.0,0.72,1.2,13.79
6.181,2490.0,15.0,15.0,9.7,19.36,14.55,31.0,0.0,2000.0,75.0,7.7,7.5,35.0,90.0,0.73,1.2,13.82
6.231,2490.0,15.0,15.0,9.7,19.38,14.59,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,0.55,1.2,13.87
6.281,2490.0,15.0,15.0,9.7,19.4,14.65,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,0.24,1.2,13.77
6.332,2500.0,15.0,15.0,9.7,19.42,14.73,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,-0.13,1.2,13.89
6.382,2500.0,15.0,15.0,9.7,19.44,14.79,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,-0.46,1.2,13.82
6.432,2500.0,15.0,15.0,9.7,19.46,14.84,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,-0.69,1.2,13.86
6.482,2500.0,15.0,15.0,9.7,19.48,14.85,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,-0.75,1.2,13.78
6.533,2510.0,15.0,15.0,9.7,19.5,14.82,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,-0.62,1.2,13.83
6.583,2510.0,15.0,15.0,9.7,19.51,14.77,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,-0.34,1.2,13.83
6.633,2510.0,15.0,15.0,9.7,19.53,14.7,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,0.02,1.2,13.83
6.683,2510.0,15.0,15.0,9.7,19.55,14.62,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,0.38,1.2,13.75
6.734,2520.0,15.0,15.0,9.7,19.57,14.57,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,0.64,1.2,13.77
6.784,2520.0,15.0,15.0,9.7,19.59,14.55,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,0.75,1.2,13.81
6.834,2520.0,15.0,15.0,9.7,19.6,14.57,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,0.67,1.2,13.8
6.884,2520.0,15.0,15.0,9.7,19.62,14.61,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,0.43,1.2,13.8
6.935,2530.0,15.0,15.0,9.7,19.64,14.68,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.09,1.2,13.82
6.985,2530.0,15.0,15.0,9.7,19.65,14.76,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.28,1.2,13.87
7.035,2530.0,15.0,15.0,9.7,19.67,14.82,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.58,1.2,13.75
7.085,2530.0,15.0,15.0,9.7,19.68,14.85,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.74,1.2,13.84
7.136,2530.0,15.0,15.0,9.7,19.69,14.84,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.71,1.2,13.79
7.186,2530.0,15.0,15.0,9.7,19.7,14.8,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.51,1.2,13.89
7.236,2540.0,15.0,15.0,9.7,19.72,14.74,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.19,1.2,13.79
7.286,2540.0,15.0,15.0,9.7,19.73,14.66,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.18,1.2,13.8
7.337,2540.0,15.0,15.0,9.7,19.74,14.6,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.51,1.2,13.8
7.387,2540.0,15.0,15.0,9.7,19.75,14.56,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.71,1.2,13.74
7.437,2540.0,15.0,15.0,9.7,19.75,14.55,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.74,1.2,13.74
7.487,2540.0,15.0,15.0,9.7,19.76,14.58,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.59,1.2,13.83
7.538,2540.0,15.0,15.0,9.7,19.77,14.64,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.29,1.2,13.79
7.588,2540.0,15.0,15.0,9.7,19.77,14.72,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.08,1.2,13.84
7.638,2540.0,15.0,15.0,9.7,19.78,14.78,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.42,1.2,13.8
7.688,2540.0,15.0,15.0,9.7,19.78,14.83,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.67,1.2,13.71
7.739,2540.0,15.0,15.0,9.7,19.79,14.85,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.75,1.2,13.73
7.789,2540.0,15.0,15.0,9.7,19.79,14.83,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.65,1.2,13.85
7.839,2540.0,15.0,15.0,9.7,19.79,14.78,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.39,1.2,13.82
7.889,2540.0,15.0,15.0,9.7,19.79,14.71,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.03,1.2,13.8
7.94,2540.0,15.0,15.0,9.7,19.79,14.63,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.33,1.2,13.79
7.99,2540.0,15.0,15.0,9.7,19.78,14.58,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.61,1.2,13.87
8.04,2540.0,15.0,15.0,9.7,19.78,14.55,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.75,1.2,13.71
8.09,2540.0,15.0,15.0,9.7,19.78,14.56,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.69,1.2,13.73
8.141,2540.0,15.0,15.0,9.7,19.77,14.61,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.47,1.2,13.81
8.191,2540.0,15.0,15.0,9.7,19.77,14.67,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.14,1.2,13.72
8.241,2540.0,15.0,15.0,9.7,19.76,14.75,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.23,1.2,13.7
8.291,2540.0,15.0,15.0,9.7,19.75,14.81,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.55,1.2,13.72
8.342,2540.0,15.0,15.0,9.7,19.74,14.85,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.73,1.2,13.77
8.392,2540.0,15.0,15.0,9.7,19.73,14.85,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.73,1.2,13.8
8.442,2540.0,15.0,15.0,9.7,19.72,14.81,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.55,1.2,13.81
8.492,2540.0,15.0,15.0,9.7,19.71,14.75,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,-0.24,1.2,13.84
8.543,2530.0,15.0,15.0,9.7,19.7,14.67,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.13,1.2,13.83
8.593,2530.0,15.0,15.0,9.7,19.69,14.61,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.47,1.2,13.83
8.643,2530.0,15.0,15.0,9.7,19.67,14.56,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.69,1.2,13.75
8.693,2530.0,15.0,15.0,9.7,19.66,14.55,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.75,1.2,13.86
8.744,2530.0,15.0,15.0,9.7,19.64,14.58,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.62,1.2,13.82
8.794,2520.0,15.0,15.0,9.7,19.63,14.63,31.0,0.0,2000.0,75.0,7.9,7.5,35.0,90.0,0.34,1.2,13.75
8.844,2520.0,15.0,15.0,9.7,19.61,14.71,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,-0.03,1.2,13.79
8.894,2520.0,15.0,15.0,9.7,19.6,14.78,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,-0.38,1.2,13.81
8.945,2520.0,15.0,15.0,9.7,19.58,14.83,31.0,0.0,2000.0,75.0,7.8,7.5,35.0,90.0,-0.65,1.2,13.73
