%DataLog%
Filename: SIM_01_Stage2_Clean_Pull.csv
Vehicle ID: SIM-TUNER-01
ECU Strategy: Stage-X-V2.4
--------------------------------------------------
Timestamp (s),Engine RPM,Throttle Position (%),Accelerator Pedal (%),Manifold Absolute Pressure (psi),Mass Air Flow (g/s),Air-Fuel Ratio (AFR),Ignition Timing (deg BTDC),Knock Retard Total (deg),HPFP Pressure (psi),LPFP Pressure (psi),Injector Duty Cycle (%),Wastegate Duty Cycle (%),Intake Air Temp (deg C),Engine Coolant Temp (deg C),Short Term Fuel Trim (%),Long Term Fuel Trim (%),Battery Voltage (V)
2.663,3320.0,100.0,100.0,35.89,95.32,11.5,4.57,0.0,2634.0,68.0,57.2,80.0,35.0,90.0,16.0,4.5,13.84
2.714,3360.0,100.0,100.0,35.97,96.68,11.5,4.48,0.0,2632.0,68.0,58.0,80.0,35.0,90.0,16.0,4.5,13.73
2.764,3400.0,100.0,100.0,36.04,98.02,11.5,4.4,0.0,2630.0,68.0,58.8,80.0,35.0,90.0,16.0,4.5,13.81
2.814,3440.0,100.0,100.0,36.1,99.34,11.5,4.32,0.0,2628.0,68.0,59.6,80.0,35.0,90.0,16.0,4.5,13.78
2.864,3480.0,100.0,100.0,36.16,100.66,11.5,4.25,0.0,2626.0,68.0,60.4,80.0,35.0,90.0,16.0,4.5,13.75
2.915,3520.0,100.0,100.0,36.21,101.96,11.5,4.19,0.0,2624.0,68.0,61.2,80.0,35.0,90.0,16.0,4.5,13.84
2.965,3560.0,100.0,100.0,36.25,103.25,11.5,4.13,0.0,2622.0,68.0,62.0,80.0,35.0,90.0,16.0,4.5,13.8
3.015,3600.0,100.0,100.0,36.3,104.54,11.5,4.08,0.0,2620.0,68.0,62.7,80.0,35.0,90.0,16.0,4.5,13.87
3.065,3640.0,100.0,100.0,36.34,105.81,11.5,4.04,0.0,2618.0,68.0,63.5,80.0,35.0,90.0,16.0,4.5,13.78
3.116,3680.0,100.0,100.0,36.37,107.07,11.5,4.0,0.0,2616.0,68.0,64.2,80.0,35.0,90.0,16.0,4.5,13.81
3.166,3720.0,100.0,100.0,36.4,108.33,11.5,3.96,0.0,2614.0,68.0,65.0,80.0,35.0,90.0,16.0,4.5,13.7
3.216,3760.0,100.0,100.0,36.43,109.58,11.5,3.92,0.0,2612.0,68.0,65.7,80.0,35.0,90.0,16.0,4.5,13.82
3.266,3800.0,100.0,100.0,36.46,110.83,11.5,3.89,0.0,2610.0,68.0,66.5,80.0,35.0,90.0,16.0,4.5,13.88
3.317,3840.0,100.0,100.0,36.48,112.06,11.5,3.87,0.0,2608.0,68.0,67.2,80.0,35.0,90.0,16.0,4.5,13.8
3.367,3880.0,100.0,100.0,36.5,113.3,11.5,3.84,0.0,2606.0,68.0,68.0,80.0,35.0,90.0,16.0,4.5,13.77
3.417,3920.0,100.0,100.0,36.52,114.52,11.5,3.82,0.0,2604.0,68.0,68.7,80.0,35.0,90.0,16.0,4.5,13.84
3.467,3960.0,100.0,100.0,36.54,115.75,11.5,3.8,0.0,2602.0,68.0,69.4,80.0,35.0,90.0,16.0,4.5,13.73
3.518,4000.0,100.0,100.0,36.55,116.97,11.5,3.78,0.0,2600.0,68.0,70.2,80.0,35.0,90.0,16.0,4.5,13.83
3.568,4040.0,100.0,100.0,36.57,118.18,11.5,3.76,0.0,2598.0,68.0,70.9,80.0,35.0,90.0,16.0,4.5,13.84
3.618,4080.0,100.0,100.0,36.58,119.39,11.5,3.75,0.0,2596.0,68.0,71.6,80.0,35.0,90.0,16.0,4.5,13.83
3.668,4120.0,100.0,100.0,36.59,120.6,11.5,3.73,0.0,2594.0,68.0,72.4,80.0,35.0,90.0,16.0,4.5,13.76
3.719,4160.0,100.0,100.0,36.6,121.81,11.5,3.72,0.0,2592.0,68.0,73.1,80.0,35.0,90.0,16.0,4.5,13.79
3.769,4200.0,100.0,100.0,36.61,123.01,11.5,3.71,0.0,2590.0,68.0,73.8,80.0,35.0,90.0,16.0,4.5,13.82
3.819,4240.0,100.0,100.0,36.62,124.21,11.5,3.7,0.0,2588.0,68.0,74.5,80.0,35.0,90.0,16.0,4.5,13.79
3.869,4280.0,100.0,100.0,36.63,125.41,11.5,3.69,0.0,2586.0,68.0,75.2,80.0,35.0,90.0,16.0,4.5,13.79
3.92,4320.0,100.0,100.0,36.63,126.61,11.5,3.68,0.0,2584.0,68.0,76.0,80.0,35.0,90.0,16.0,4.5,13.71
3.97,4360.0,100.0,100.0,36.64,127.8,11.5,3.67,0.0,2582.0,68.0,76.7,80.0,35.0,90.0,16.0,4.5,13.76
4.02,4400.0,100.0,100.0,36.65,128.99,11.5,3.67,0.0,2580.0,68.0,77.4,80.0,35.0,90.0,16.0,4.5,13.83
4.07,4440.0,100.0,100.0,36.65,130.18,11.5,3.66,0.0,2578.0,68.0,78.1,80.0,35.0,90.0,16.0,4.5,13.86
4.121,4480.0,100.0,100.0,36.66,131.37,11.5,3.65,0.0,2576.0,68.0,78.8,80.0,35.0,90.0,16.0,4.5,13.75
4.171,4520.0,100.0,100.0,36.66,132.56,11.5,3.65,0.0,2574.0,68.0,79.5,80.0,35.0,90.0,16.0,4.5,13.76
4.221,4560.0,100.0,100.0,36.66,133.75,11.5,3.64,0.0,2572.0,68.0,80.2,80.0,35.0,90.0,16.0,4.5,13.83
4.271,4600.0,100.0,100.0,36.67,134.93,11.5,3.64,0.0,2570.0,68.0,81.0,80.0,35.0,90.0,16.0,4.5,13.74
4.322,4640.0,100.0,100.0,36.67,136.12,11.5,3.64,0.0,2568.0,68.0,81.7,80.0,35.0,90.0,16.0,4.5,13.78
4.372,4680.0,100.0,100.0,36.67,137.3,11.5,3.63,0.0,2566.0,68.0,82.4,80.0,35.0,90.0,16.0,4.5,13.77
4.422,4720.0,100.0,100.0,36.68,138.49,11.5,3.63,0.0,2564.0,68.0,83.1,80.0,35.0,90.0,16.0,4.5,13.84
4.472,4760.0,100.0,100.0,36.68,139.67,11.5,3.63,0.0,2562.0,68.0,83.8,80.0,35.0,90.0,16.0,4.5,13.77
4.523,4800.0,100.0,100.0,36.68,140.85,11.5,3.62,0.0,2560.0,68.0,84.5,80.0,35.0,90.0,16.0,4.5,13.74
4.573,4840.0,100.0,100.0,36.68,142.03,11.5,3.62,0.0,2558.0,68.0,85.2,80.0,35.0,90.0,16.0,4.5,13.89
4.623,4880.0,100.0,100.0,36.68,143.21,11.5,3.62,0.0,2556.0,68.0,85.9,80.0,35.0,90.0,16.0,4.5,13.82
4.673,4920.0,100.0,100.0,36.69,144.39,11.5,3.62,0.0,2554.0,68.0,86.6,80.0,35.0,90.0,16.0,4.5,13.86
4.724,4960.0,100.0,100.0,36.69,145.57,11.5,3.62,0.0,2552.0,68.0,87.3,80.0,35.0,90.0,16.0,4.5,13.78
4.774,5000.0,100.0,100.0,36.69,146.75,11.5,3.61,0.0,2550.0,68.0,88.1,80.0,35.0,90.0,16.0,4.5,13.83
4.824,5040.0,100.0,100.0,36.69,147.93,11.5,3.61,0.0,2548.0,68.0,88.8,80.0,35.0,90.0,16.0,4.5,13.79
4.874,5080.0,100.0,100.0,36.69,149.11,11.5,3.61,0.0,2546.0,68.0,89.5,80.0,35.0,90.0,16.0,4.5,13.66
4.925,5120.0,100.0,100.0,36.69,150.29,11.5,3.61,0.0,2544.0,68.0,90.2,80.0,35.0,90.0,16.0,4.5,13.9
4.975,5160.0,100.0,100.0,36.69,151.46,11.5,3.61,0.0,2542.0,68.0,90.9,80.0,35.0,90.0,16.0,4.5,13.89
5.025,5200.0,100.0,100.0,36.69,0.0,11.5,3.61,0.0,2540.0,68.0,91.6,80.0,35.0,90.0,16.0,4.5,13.83
5.075,5240.0,100.0,100.0,36.69,153.82,11.5,3.61,0.0,2538.0,68.0,92.3,80.0,35.0,90.0,16.0,4.5,13.81
5.126,5280.0,100.0,100.0,36.69,155.0,11.5,3.61,0.0,2536.0,68.0,93.0,80.0,35.0,90.0,16.0,4.5,13.75
5.176,5320.0,100.0,100.0,36.69,156.17,11.5,3.61,0.0,2534.0,68.0,93.7,80.0,35.0,90.0,16.0,4.5,13.8
5.226,5360.0,100.0,100.0,36.7,157.35,11.5,3.61,0.0,2532.0,68.0,94.4,80.0,35.0,90.0,16.0,4.5,13.8
5.276,5400.0,100.0,100.0,36.7,158.52,11.5,3.61,0.0,2530.0,68.0,95.1,80.0,35.0,90.0,16.0,4.5,13.79
5.327,5440.0,100.0,100.0,36.7,159.7,11.5,3.6,0.0,2528.0,68.0,95.8,80.0,35.0,90.0,16.0,4.5,13.81
5.377,5480.0,100.0,100.0,36.7,160.88,11.5,3.6,0.0,2526.0,68.0,96.5,80.0,35.0,90.0,16.0,4.5,13.75
5.427,5520.0,100.0,100.0,36.7,162.05,11.5,3.6,0.0,2524.0,68.0,97.2,80.0,35.0,90.0,16.0,4.5,13.71
5.477,5560.0,100.0,100.0,36.7,163.23,11.5,3.6,0.0,2522.0,68.0,97.9,80.0,35.0,90.0,16.0,4.5,13.81
5.528,5600.0,100.0,100.0,36.7,164.4,11.5,3.6,0.0,2520.0,68.0,98.6,80.0,35.0,90.0,16.0,4.5,13.74
5.578,5640.0,100.0,100.0,36.7,165.58,11.5,3.6,0.0,2518.0,68.0,99.3,80.0,35.0,90.0,16.0,4.5,13.79
5.628,5680.0,100.0,100.0,36.7,166.75,11.5,3.6,0.0,2516.0,68.0,100.1,80.0,35.0,90.0,16.0,4.5,13.89
5.678,5720.0,100.0,100.0,36.7,167.93,11.5,3.6,0.0,2514.0,68.0,100.8,80.0,35.0,90.0,16.0,4.5,13.83
5.729,5760.0,100.0,100.0,36.7,169.11,11.5,3.6,0.0,2512.0,68.0,101.5,80.0,35.0,90.0,16.0,4.5,13.71
5.779,5800.0,100.0,100.0,36.7,170.28,11.5,3.6,0.0,2510.0,68.0,102.2,80.0,35.0,90.0,16.0,4.5,13.79
5.829,5840.0,100.0,100.0,36.7,171.46,11.5,3.6,0.0,2508.0,68.0,102.9,80.0,35.0,90.0,16.0,4.5,13.84
5.879,5880.0,100.0,100.0,36.7,172.63,11.5,3.6,0.0,2506.0,68.0,103.6,80.0,35.0,90.0,16.0,4.5,13.79
5.93,5920.0,100.0,100.0,36.7,173.81,11.5,3.6,0.0,2504.0,68.0,104.3,80.0,35.0,90.0,16.0,4.5,13.86
5.98,5960.0,100.0,100.0,36.7,174.98,11.5,3.6,0.0,2502.0,68.0,105.0,80.0,35.0,90.0,16.0,4.5,13.83
6.03,6000.0,100.0,100.0,36.7,176.16,11.5,3.6,0.0,2500.0,68.0,105.7,80.0,35.0,90.0,16.0,4.5,13.84
6.08,6040.0,100.0,100.0,36.7,177.33,11.5,3.6,0.0,2498.0,68.0,106.4,80.0,35.0,90.0,16.0,4.5,13.77
6.131,6080.0,100.0,100.0,36.7,178.5,11.5,3.6,0.0,2496.0,68.0,107.1,80.0,35.0,90.0,16.0,4.5,13.86
6.181,6120.0,100.0,100.0,36.7,179.68,11.5,3.6,0.0,2494.0,68.0,107.8,80.0,35.0,90.0,16.0,4.5,13.83
6.231,6160.0,100.0,100.0,36.7,180.85,11.5,3.6,0.0,2492.0,68.0,108.5,80.0,35.0,90.0,16.0,4.5,13.82
6.281,6200.0,100.0,100.0,36.7,182.03,11.5,3.6,0.0,2490.0,68.0,109.2,80.0,35.0,90.0,16.0,4.5,13.71
6.332,6240.0,100.0,100.0,36.7,183.2,11.5,3.6,0.0,2488.0,68.0,109.9,80.0,35.0,90.0,16.0,4.5,13.8
6.382,6280.0,100.0,100.0,36.7,184.38,11.5,3.6,0.0,2486.0,68.0,110.6,80.0,35.0,90.0,16.0,4.5,13.71
6.432,6320.0,100.0,100.0,36.7,185.55,11.5,3.6,0.0,2484.0,68.0,111.3,80.0,35.0,90.0,16.0,4.5,13.83
6.482,6360.0,100.0,100.0,36.7,186.73,11.5,3.6,0.0,2482.0,68.0,112.0,80.0,35.0,90.0,16.0,4.5,13.72
6.533,6400.0,100.0,100.0,36.7,187.9,11.5,3.6,0.0,2480.0,68.0,112.7,80.0,35.0,90.0,16.0,4.5,13.84
6.583,6440.0,100.0,100.0,36.7,189.08,11.5,3.6,0.0,2478.0,68.0,113.4,80.0,35.0,90.0,16.0,4.5,13.8
6.633,6480.0,100.0,100.0,36.7,190.25,11.5,3.6,0.0,2476.0,68.0,114.2,80.0,35.0,90.0,16.0,4.5,13.85
6.683,6520.0,100.0,100.0,36.7,191.43,11.5,3.6,0.0,2474.0,68.0,114.9,80.0,35.0,90.0,16.0,4.5,13.84
6.734,6560.0,100.0,100.0,36.7,192.6,11.5,3.6,0.0,2472.0,68.0,115.6,80.0,35.0,90.0,16.0,4.5,13.84
6.784,6600.0,100.0,100.0,36.7,193.77,11.5,3.6,0.0,2470.0,68.0,116.3,80.0,35.0,90.0,16.0,4.5,13.81
6.834,6640.0,100.0,100.0,36.7,194.95,11.5,3.6,0.0,2468.0,68.0,117.0,80.0,35.0,90.0,16.0,4.5,13.66
6.884,6680.0,100.0,100.0,36.7,196.12,11.5,3.6,0.0,2466.0,68.0,117.7,80.0,35.0,90.0,16.0,4.5,13.77
6.935,6720.0,100.0,100.0,36.7,197.3,11.5,3.6,0.0,2464.0,68.0,118.4,80.0,35.0,90.0,16.0,4.5,13.82
6.985,6760.0,100.0,100.0,36.7,198.47,11.5,3.6,0.0,2462.0,68.0,119.1,80.0,35.0,90.0,16.0,4.5,13.87
7.035,6800.0,100.0,100.0,36.7,199.65,11.5,3.6,0.0,2460.0,68.0,119.8,80.0,35.0,90.0,16.0,4.5,13.83
7.085,6840.0,100.0,100.0,36.7,200.82,11.5,3.6,0.0,2458.0,68.0,120.5,80.0,35.0,90.0,16.0,4.5,13.82
7.136,6880.0,100.0,100.0,36.7,202.0,11.5,3.6,0.0,2456.0,68.0,121.2,80.0,35.0,90.0,16.0,4.5,13.73
7.186,6920.0,100.0,100.0,36.7,203.17,11.5,3.6,0.0,2454.0,68.0,121.9,80.0,35.0,90.0,16.0,4.5,13.74
7.236,6960.0,100.0,100.0,36.7,204.35,11.5,3.6,0.0,2452.0,68.0,122.6,80.0,35.0,90.0,16.0,4.5,13.76
7.286,7000.0,100.0,100.0,36.7,205.52,11.5,3.6,0.0,2450.0,68.0,123.3,80.0,35.0,90.0,16.0,4.5,13.83
7.337,7040.0,100.0,100.0,36.7,206.69,11.5,3.6,0.0,2448.0,68.0,124.0,80.0,35.0,90.0,16.0,4.5,13.78
7.387,7080.0,100.0,100.0,36.7,207.87,11.5,3.6,0.0,2446.0,68.0,124.7,80.0,35.0,90.0,16.0,4.5,13.76
7.437,7120.0,100.0,100.0,36.7,209.04,11.5,3.6,0.0,2444.0,68.0,125.4,80.0,35.0,90.0,16.0,4.5,13.79
7.487,7160.0,100.0,100.0,36.7,210.22,11.5,3.6,0.0,2442.0,68.0,126.1,80.0,35.0,90.0,16.0,4.5,13.81
7.538,7020.0,0.0,0.0,9.7,54.54,20.0,36.0,0.0,2000.0,75.0,32.7,0.0,35.0,90.0,-26.5,4.5,13.81
7.588,7120.0,0.0,0.0,9.7,55.25,20.0,36.0,0.0,2000.0,75.0,33.2,0.0,35.0,90.0,-26.5,4.5,13.78
7.638,7190.0,0.0,0.0,9.7,55.82,20.0,36.0,0.0,2000.0,75.0,33.5,0.0,35.0,90.0,-26.5,4.5,13.76
7.688,7180.0,0.0,0.0,9.7,55.72,20.0,36.0,0.0,2000.0,75.0,33.4,0.0,35.0,90.0,-26.5,4.5,13.78
7.739,7090.0,0.0,0.0,9.7,55.05,20.0,36.0,0.0,2000.0,75.0,33.0,0.0,35.0,90.0,-26.5,4.5,13.79
7.789,7010.0,0.0,0.0,9.7,54.42,20.0,36.0,0.0,2000.0,75.0,32.7,0.0,35.0,90.0,-26.5,4.5,13.69
7.839,7010.0,0.0,0.0,9.7,54.41,20.0,36.0,0.0,2000.0,75.0,32.6,0.0,35.0,90.0,-26.5,4.5,13.79
7.889,7090.0,0.0,0.0,9.7,55.03,20.0,36.0,0.0,2000.0,75.0,33.0,0.0,35.0,90.0,-26.5,4.5,13.82
7.94,7170.0,0.0,0.0,9.7,55.71,20.0,36.0,0.0,2000.0,75.0,33.4,0.0,35.0,90.0,-26.5,4.5,13.88
7.99,7190.0,0.0,0.0,9.7,55.83,20.0,36.0,0.0,2000.0,75.0,33.5,0.0,35.0,90.0,-26.5,4.5,13.78
8.04,7120.0,0.0,0.0,9.7,55.27,20.0,36.0,0.0,2000.0,75.0,33.2,0.0,35.0,90.0,-26.5,4.5,13.8
8.09,7020.0,0.0,0.0,9.7,54.55,20.0,36.0,0.0,2000.0,75.0,32.7,0.0,35.0,90.0,-26.5,4.5,13.81
8.141,7000.0,0.0,0.0,9.7,54.34,20.0,36.0,0.0,2000.0,75.0,32.6,0.0,35.0,90.0,-26.5,4.5,13.84
8.191,7060.0,0.0,0.0,9.7,54.82,20.0,36.0,0.0,2000.0,75.0,32.9,0.0,35.0,90.0,-26.5,4.5,13.79
8.241,7150.0,0.0,0.0,9.7,55.56,20.0,36.0,0.0,2000.0,75.0,33.3,0.0,35.0,90.0,-26.5,4.5,13.78
8.291,7190.0,0.0,0.0,9.7,55.87,20.0,36.0,0.0,2000.0,75.0,33.5,0.0,35.0,90.0,-26.5,4.5,13.82
8.342,7140.0,0.0,0.0,9.7,55.47,20.0,36.0,0.0,2000.0,75.0,33.3,0.0,35.0,90.0,-26.5,4.5,13.76
8.392,7050.0,0.0,0.0,9.7,54.73,20.0,36.0,0.0,2000.0,75.0,32.8,0.0,35.0,90.0,-26.5,4.5,13.74
8.442,7000.0,0.0,0.0,9.7,54.32,20.0,36.0,0.0,2000.0,75.0,32.6,0.0,35.0,90.0,-26.5,4.5,13.81
8.492,7030.0,0.0,0.0,9.7,54.63,20.0,36.0,0.0,2000.0,75.0,32.8,0.0,35.0,90.0,-26.5,4.5,13.79
8.543,7130.0,0.0,0.0,9.7,55.36,20.0,36.0,0.0,2000.0,75.0,33.2,0.0,35.0,90.0,-26.5,4.5,13.78
8.593,7190.0,0.0,0.0,9.7,55.85,20.0,36.0,0.0,2000.0,75.0,33.5,0.0,35.0,90.0,-26.5,4.5,13.77
8.643,7170.0,0.0,0.0,9.7,55.65,20.0,36.0,0.0,2000.0,75.0,33.4,0.0,35.0,90.0,-26.5,4.5,13.81
8.693,7070.0,0.0,0.0,9.7,54.93,20.0,36.0,0.0,2000.0,75.0,33.0,0.0,35.0,90.0,-26.5,4.5,13.74
8.744,7000.0,0.0,0.0,9.7,54.37,20.0,36.0,0.0,2000.0,75.0,32.6,0.0,35.0,90.0,-26.5,4.5,13.74
8.794,7010.0,0.0,0.0,9.7,54.47,20.0,36.0,0.0,2000.0,75.0,32.7,0.0,35.0,90.0,-26.5,4.5,13.78
8.844,7100.0,0.0,0.0,9.7,55.15,20.0,36.0,0.0,2000.0,75.0,33.1,0.0,35.0,90.0,-26.5,4.5,13.81
8.894,7180.0,0.0,0.0,9.7,55.78,20.0,36.0,0.0,2000.0,75.0,33.5,0.0,35.0,90.0,-26.5,4.5,13.77
8.945,7180.0,0.0,0.0,9.7,55.78,20.0,36.0,0.0,2000.0,75.0,33.5,0.0,35.0,90.0,-26.5,4.5,13.81
8.995,7100.0,0.0,0.0,9.7,55.15,20.0,36.0,0.0,2000.0,75.0,33.1,0.0,35.0,90.0,-26.5,4.5,13.77
