%DataLog%
Filename: SIM_03_HPFP_Pump_Failure.csv
Vehicle ID: SIM-TUNER-01
ECU Strategy: Stage-X-V2.4
--------------------------------------------------
Timestamp (s),Engine RPM,Throttle Position (%),Accelerator Pedal (%),Manifold Absolute Pressure (psi),Mass Air Flow (g/s),Air-Fuel Ratio (AFR),Ignition Timing (deg BTDC),Knock Retard Total (deg),HPFP Pressure (psi),LPFP Pressure (psi),Injector Duty Cycle (%),Wastegate Duty Cycle (%),Intake Air Temp (deg C),Engine Coolant Temp (deg C),Short Term Fuel Trim (%),Long Term Fuel Trim (%),Battery Voltage (V)
0.603,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.82
0.653,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.85
0.704,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.85
0.754,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.78
0.804,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.82
0.854,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.78
0.905,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.78
0.955,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.77
1.005,2500.0,100.0,100.0,14.7,29.4,11.5,30.0,0.0,2675.0,68.0,17.6,80.0,35.0,90.0,16.0,4.5,13.65
1.055,2530.0,100.0,100.0,16.79,34.06,11.5,27.49,0.0,2673.0,68.0,20.4,80.0,35.0,90.0,16.0,4.5,13.8
1.106,2570.0,100.0,100.0,18.69,38.42,11.5,25.21,0.0,2672.0,68.0,23.1,80.0,35.0,90.0,16.0,4.5,13.82
1.156,2600.0,100.0,100.0,20.4,42.52,11.5,23.16,0.0,2670.0,68.0,25.5,80.0,35.0,90.0,16.0,4.5,13.69
1.206,2640.0,100.0,100.0,21.95,46.36,11.5,21.3,0.0,2668.0,68.0,27.8,80.0,35.0,90.0,16.0,4.5,13.92
1.256,2670.0,100.0,100.0,23.36,49.98,11.5,19.61,0.0,2666.0,68.0,30.0,80.0,35.0,90.0,16.0,4.5,13.81
1.307,2710.0,100.0,100.0,24.63,53.39,11.5,18.09,0.0,2664.0,68.0,32.0,80.0,35.0,90.0,16.0,4.5,13.81
1.357,2740.0,100.0,100.0,25.78,56.6,11.5,16.71,0.0,2663.0,68.0,34.0,80.0,35.0,90.0,16.0,4.5,13.76
1.407,2780.0,100.0,100.0,26.81,59.64,11.5,15.46,0.0,2661.0,68.0,35.8,80.0,35.0,90.0,16.0,4.5,13.81
1.457,2810.0,100.0,100.0,27.76,62.51,11.5,14.33,0.0,2659.0,68.0,37.5,80.0,35.0,90.0,16.0,4.5,13.77
1.508,2850.0,100.0,100.0,28.61,65.22,11.5,13.31,0.0,2658.0,68.0,39.1,80.0,35.0,90.0,16.0,4.5,13.75
1.558,2880.0,100.0,100.0,29.38,67.8,11.5,12.39,0.0,2656.0,68.0,40.7,80.0,35.0,90.0,16.0,4.5,13.87
1.608,2920.0,100.0,100.0,30.07,70.25,11.5,11.55,0.0,2654.0,68.0,42.2,80.0,35.0,90.0,16.0,4.5,13.74
1.658,2950.0,100.0,100.0,30.7,72.58,11.5,10.79,0.0,2652.0,68.0,43.6,80.0,35.0,90.0,16.0,4.5,13.74
1.709,2990.0,100.0,100.0,31.27,74.81,11.5,10.11,0.0,2650.0,68.0,44.9,80.0,35.0,90.0,16.0,4.5,13.78
1.759,3020.0,100.0,100.0,31.79,76.93,11.5,9.49,0.0,2649.0,68.0,46.2,80.0,35.0,90.0,16.0,4.5,13.76
1.809,3060.0,100.0,100.0,32.26,78.97,11.5,8.93,0.0,2647.0,68.0,47.4,80.0,35.0,90.0,16.0,4.5,13.82
1.859,3090.0,100.0,100.0,32.68,80.92,11.5,8.42,0.0,2645.0,68.0,48.6,80.0,35.0,90.0,16.0,4.5,13.72
1.91,3130.0,100.0,100.0,33.06,82.79,11.5,7.96,0.0,2644.0,68.0,49.7,80.0,35.0,90.0,16.0,4.5,13.89
1.96,3160.0,100.0,100.0,33.41,84.59,11.5,7.55,0.0,2642.0,68.0,50.8,80.0,35.0,90.0,16.0,4.5,13.79
2.01,3200.0,100.0,100.0,33.72,86.33,11.5,7.17,0.0,2640.0,68.0,51.8,80.0,35.0,90.0,16.0,4.5,13.77
2.06,3230.0,100.0,100.0,34.01,88.01,11.5,6.83,0.0,2638.0,68.0,52.8,80.0,35.0,90.0,16.0,4.5,13.84
2.111,3270.0,100.0,100.0,34.26,89.63,11.5,6.53,0.0,2636.0,68.0,53.8,80.0,35.0,90.0,16.0,4.5,13.81
2.161,3300.0,100.0,100.0,34.49,91.2,11.5,6.25,0.0,2635.0,68.0,54.7,80.0,35.0,90.0,16.0,4.5,13.77
2.211,3340.0,100.0,100.0,34.7,92.73,11.5,5.99,0.0,2633.0,68.0,55.6,80.0,35.0,90.0,16.0,4.5,13.77
2.261,3370.0,100.0,100.0,34.89,94.21,11.5,5.77,0.0,2631.0,68.0,56.5,80.0,35.0,90.0,16.0,4.5,13.76
2.312,3410.0,100.0,100.0,35.07,95.66,11.5,5.56,0.0,2630.0,68.0,57.4,80.0,35.0,90.0,16.0,4.5,13.82
2.362,3440.0,100.0,100.0,35.22,97.07,11.5,5.37,0.0,2628.0,68.0,58.2,80.0,35.0,90.0,16.0,4.5,13.83
2.412,3480.0,100.0,100.0,35.36,98.45,11.5,5.21,0.0,2626.0,68.0,59.1,80.0,35.0,90.0,16.0,4.5,13.78
2.462,3510.0,100.0,100.0,35.49,99.8,11.5,5.05,0.0,2624.0,68.0,59.9,80.0,35.0,90.0,16.0,4.5,13.75
2.513,3550.0,100.0,100.0,35.6,101.12,11.5,4.91,0.0,2622.0,68.0,60.7,80.0,35.0,90.0,16.0,4.5,13.85
2.563,3580.0,100.0,100.0,35.71,102.41,11.5,4.79,0.0,2621.0,68.0,61.4,80.0,35.0,90.0,16.0,4.5,13.82
2.613,3620.0,100.0,100.0,35.8,103.69,11.5,4.68,0.0,2619.0,68.0,62.2,80.0,35.0,90.0,16.0,4.5,13.78
2.663,3650.0,100.0,100.0,35.89,104.94,11.5,4.57,0.0,2617.0,68.0,63.0,80.0,35.0,90.0,16.0,4.5,13.78
2.714,3690.0,100.0,100.0,35.97,106.17,11.5,4.48,0.0,2616.0,68.0,63.7,80.0,35.0,90.0,16.0,4.5,13.76
2.764,3720.0,100.0,100.0,36.04,107.39,11.5,4.4,0.0,2614.0,68.0,64.4,80.0,35.0,90.0,16.0,4.5,13.82
2.814,3760.0,100.0,100.0,36.1,108.59,11.5,4.32,0.0,2612.0,68.0,65.2,80.0,35.0,90.0,16.0,4.5,13.85
2.864,3790.0,100.0,100.0,36.16,109.77,11.5,4.25,0.0,2610.0,68.0,65.9,80.0,35.0,90.0,16.0,4.5,13.84
2.915,3830.0,100.0,100.0,36.21,110.94,11.5,4.19,0.0,2608.0,68.0,66.6,80.0,35.0,90.0,16.0,4.5,13.69
2.965,3860.0,100.0,100.0,36.25,112.1,11.5,4.13,0.0,2607.0,68.0,67.3,80.0,35.0,90.0,16.0,4.5,13.72
3.015,3900.0,100.0,100.0,36.3,113.25,11.5,4.08,0.0,2605.0,68.0,67.9,80.0,35.0,90.0,16.0,4.5,13.82
3.065,3930.0,100.0,100.0,36.34,114.38,11.5,4.04,0.0,2603.0,68.0,68.6,80.0,35.0,90.0,16.0,4.5,13.75
3.116,3970.0,100.0,100.0,36.37,115.51,11.5,4.0,0.0,2602.0,68.0,69.3,80.0,35.0,90.0,16.0,4.5,13.78
3.166,4000.0,100.0,100.0,36.4,116.63,11.5,3.96,0.0,2600.0,68.0,70.0,80.0,35.0,90.0,16.0,4.5,13.85
3.216,4040.0,100.0,100.0,36.43,117.74,11.5,3.92,0.0,2598.0,68.0,70.6,80.0,35.0,90.0,16.0,4.5,13.76
3.266,4070.0,100.0,100.0,36.46,118.85,11.5,3.89,0.0,2596.0,68.0,71.3,80.0,35.0,90.0,16.0,4.5,13.83
3.317,4110.0,100.0,100.0,36.48,119.94,11.5,3.87,0.0,2594.0,68.0,72.0,80.0,35.0,90.0,16.0,4.5,13.74
3.367,4140.0,100.0,100.0,36.5,121.03,11.5,3.84,0.0,2593.0,68.0,72.6,80.0,35.0,90.0,16.0,4.5,13.69
3.417,4180.0,100.0,100.0,36.52,122.12,11.5,3.82,0.0,2591.0,68.0,73.3,80.0,35.0,90.0,16.0,4.5,13.79
3.467,4210.0,100.0,100.0,36.54,123.2,11.5,3.8,0.0,2589.0,68.0,73.9,80.0,35.0,90.0,16.0,4.5,13.81
3.518,4250.0,100.0,100.0,36.55,124.28,11.5,3.78,0.0,2588.0,68.0,74.6,80.0,35.0,90.0,16.0,4.5,13.77
3.568,4280.0,100.0,100.0,36.57,125.35,11.5,3.76,0.0,2586.0,68.0,75.2,80.0,35.0,90.0,16.0,4.5,13.78
3.618,4320.0,100.0,100.0,36.58,126.42,11.5,3.75,0.0,2584.0,68.0,75.8,80.0,35.0,90.0,16.0,4.5,13.75
3.668,4350.0,100.0,100.0,36.59,127.48,11.5,3.73,0.0,2582.0,68.0,76.5,80.0,35.0,90.0,16.0,4.5,13.79
3.719,4390.0,100.0,100.0,36.6,128.54,11.5,3.72,0.0,2580.0,68.0,77.1,80.0,35.0,90.0,16.0,4.5,13.82
3.769,4420.0,100.0,100.0,36.61,129.6,11.5,3.71,0.0,2579.0,68.0,77.8,80.0,35.0,90.0,16.0,4.5,13.8
3.819,4460.0,100.0,100.0,36.62,130.66,11.5,3.7,0.0,2577.0,68.0,78.4,80.0,35.0,90.0,16.0,4.5,13.84
3.869,4490.0,100.0,100.0,36.63,131.71,11.5,3.69,0.0,2575.0,68.0,79.0,80.0,35.0,90.0,16.0,4.5,13.78
3.92,4530.0,100.0,100.0,36.63,132.76,11.5,3.68,0.0,2574.0,68.0,79.7,80.0,35.0,90.0,16.0,4.5,13.81
3.97,4560.0,100.0,100.0,36.64,133.81,11.5,3.67,0.0,2572.0,68.0,80.3,80.0,35.0,90.0,16.0,4.5,13.77
4.02,4600.0,100.0,100.0,36.65,134.86,11.5,3.67,0.0,2570.0,68.0,80.9,80.0,35.0,90.0,16.0,4.5,13.76
4.07,4630.0,100.0,100.0,36.65,135.9,11.6,3.66,0.0,2568.0,68.0,81.5,80.0,35.0,90.0,15.5,4.5,13.82
4.121,4670.0,100.0,100.0,36.66,136.94,11.7,3.65,0.0,2566.0,68.0,82.2,80.0,35.0,90.0,15.0,4.5,13.85
4.171,4700.0,100.0,100.0,36.66,137.99,11.8,3.65,0.0,2565.0,68.0,82.8,80.0,35.0,90.0,14.5,4.5,13.88
4.221,4740.0,100.0,100.0,36.66,139.03,11.9,3.64,0.0,2563.0,68.0,83.4,80.0,35.0,90.0,14.0,4.5,13.77
4.271,4770.0,100.0,100.0,36.67,140.07,12.0,3.64,0.0,2561.0,68.0,84.0,80.0,35.0,90.0,13.5,4.5,13.79
4.322,4810.0,100.0,100.0,36.67,141.11,12.1,3.64,0.0,2560.0,68.0,84.7,80.0,35.0,90.0,13.0,4.5,13.72
4.372,4840.0,100.0,100.0,36.67,142.14,12.2,3.63,0.0,2558.0,68.0,85.3,80.0,35.0,90.0,12.5,4.5,13.83
4.422,4880.0,100.0,100.0,36.68,143.18,12.3,3.63,0.0,2556.0,68.0,85.9,80.0,35.0,90.0,12.0,4.5,13.79
4.472,4910.0,100.0,100.0,36.68,144.22,12.4,3.63,0.0,2554.0,68.0,86.5,80.0,35.0,90.0,11.5,4.5,13.71
4.523,4950.0,100.0,100.0,36.68,145.25,12.5,3.62,0.0,2552.0,68.0,87.2,80.0,35.0,90.0,11.0,4.5,13.81
4.573,4980.0,100.0,100.0,36.68,146.29,12.6,3.62,0.0,2551.0,68.0,87.8,80.0,35.0,90.0,10.5,4.5,13.78
4.623,5020.0,100.0,100.0,36.68,147.32,12.7,3.62,0.0,2549.0,68.0,88.4,80.0,35.0,90.0,10.0,4.5,13.82
4.673,5050.0,100.0,100.0,36.69,148.35,12.8,3.62,0.0,2547.0,68.0,89.0,80.0,35.0,90.0,9.5,4.5,13.82
4.724,5090.0,100.0,100.0,36.69,149.39,12.9,3.62,0.0,2546.0,68.0,89.6,80.0,35.0,90.0,9.0,4.5,13.77
4.774,5120.0,100.0,100.0,36.69,150.42,13.0,3.61,0.0,2544.0,68.0,90.3,80.0,35.0,90.0,8.5,4.5,13.8
4.824,5160.0,100.0,100.0,36.69,151.45,13.1,3.61,0.0,2542.0,68.0,90.9,80.0,35.0,90.0,8.0,4.5,13.83
4.874,5190.0,100.0,100.0,36.69,152.48,13.2,3.61,0.0,2540.0,68.0,91.5,80.0,35.0,90.0,7.5,4.5,13.77
4.925,5230.0,100.0,100.0,36.69,153.52,13.3,3.61,0.0,2538.0,68.0,92.1,80.0,35.0,90.0,7.0,4.5,13.81
4.975,5260.0,100.0,100.0,36.69,154.55,13.4,3.61,0.0,2537.0,68.0,92.7,80.0,35.0,90.0,6.5,4.5,13.8
5.025,5300.0,100.0,100.0,36.69,155.58,13.5,3.61,0.0,2535.0,68.0,93.3,80.0,35.0,90.0,6.0,4.5,13.87
5.075,5330.0,100.0,100.0,36.69,156.61,13.6,3.61,0.0,1180.0,68.0,94.0,80.0,35.0,90.0,5.5,4.5,13.9
5.126,5370.0,100.0,100.0,36.69,157.64,13.7,3.61,0.0,1160.0,68.0,94.6,80.0,35.0,90.0,5.0,4.5,13.81
5.176,5400.0,100.0,100.0,36.69,158.67,13.8,3.61,0.0,1140.0,68.0,95.2,80.0,35.0,90.0,4.5,4.5,13.78
5.226,5440.0,100.0,100.0,36.7,159.7,13.9,3.61,0.0,1120.0,68.0,95.8,80.0,35.0,90.0,4.0,4.5,13.77
5.276,5470.0,100.0,100.0,36.7,160.73,14.0,3.61,0.0,1100.0,68.0,96.4,80.0,35.0,90.0,3.5,4.5,13.81
5.327,5510.0,100.0,100.0,36.7,161.76,14.1,3.6,0.0,1080.0,68.0,97.1,80.0,35.0,90.0,3.0,4.5,13.75
5.377,5540.0,100.0,100.0,36.7,162.78,14.2,3.6,0.0,1060.0,68.0,97.7,80.0,35.0,90.0,2.5,4.5,13.87
5.427,5580.0,100.0,100.0,36.7,163.81,14.3,3.6,0.0,1040.0,68.0,98.3,80.0,35.0,90.0,2.0,4.5,13.82
5.477,5610.0,100.0,100.0,36.7,164.84,14.4,3.6,0.0,1020.0,68.0,98.9,80.0,35.0,90.0,1.5,4.5,13.83
5.528,5650.0,100.0,100.0,36.7,165.87,14.5,3.6,0.0,1000.0,68.0,99.5,80.0,35.0,90.0,1.0,4.5,13.84
5.578,5680.0,100.0,100.0,36.7,166.9,14.6,3.6,0.0,980.0,68.0,100.1,80.0,35.0,90.0,0.5,4.5,13.86
5.628,5720.0,100.0,100.0,36.7,167.93,14.7,3.6,0.0,960.0,68.0,100.8,80.0,35.0,90.0,0.0,4.5,13.84
5.678,5750.0,100.0,100.0,36.7,168.96,14.8,3.6,0.0,940.0,68.0,101.4,80.0,35.0,90.0,-0.5,4.5,13.87
5.729,5790.0,100.0,100.0,36.7,169.99,14.9,3.6,0.0,920.0,68.0,102.0,80.0,35.0,90.0,-1.0,4.5,13.74
5.779,5820.0,100.0,100.0,36.7,171.01,15.0,3.6,0.0,900.0,68.0,102.6,80.0,35.0,90.0,-1.5,4.5,13.77
5.829,5860.0,100.0,100.0,36.7,172.04,15.1,3.6,0.0,880.0,68.0,103.2,80.0,35.0,90.0,-2.0,4.5,13.8
5.879,5890.0,100.0,100.0,36.7,173.07,15.2,3.6,0.0,860.0,68.0,103.8,80.0,35.0,90.0,-2.5,4.5,13.77
5.93,5930.0,100.0,100.0,36.7,174.1,15.3,3.6,0.0,840.0,68.0,104.5,80.0,35.0,90.0,-3.0,4.5,13.76
5.98,5960.0,100.0,100.0,36.7,175.13,15.4,3.6,0.0,820.0,68.0,105.1,80.0,35.0,90.0,-3.5,4.5,13.78
6.03,6000.0,100.0,100.0,36.7,176.16,15.5,3.6,0.0,800.0,68.0,105.7,80.0,35.0,90.0,-4.0,4.5,13.77
6.08,6030.0,100.0,100.0,36.7,177.18,15.6,3.6,0.0,780.0,68.0,106.3,80.0,35.0,90.0,-4.5,4.5,13.68
6.131,6070.0,100.0,100.0,36.7,178.21,15.7,3.6,0.0,760.0,68.0,106.9,80.0,35.0,90.0,-5.0,4.5,13.74
6.181,6100.0,100.0,100.0,36.7,179.24,15.8,3.6,0.0,740.0,68.0,107.5,80.0,35.0,90.0,-5.5,4.5,13.77
6.231,6140.0,100.0,100.0,36.7,180.27,15.9,3.6,0.0,720.0,68.0,108.2,80.0,35.0,90.0,-6.0,4.5,13.78
6.281,6170.0,100.0,100.0,36.7,181.3,16.0,3.6,0.0,700.0,68.0,108.8,80.0,35.0,90.0,-6.5,4.5,13.82
6.332,6210.0,100.0,100.0,36.7,182.32,16.1,3.6,0.0,680.0,68.0,109.4,80.0,35.0,90.0,-7.0,4.5,13.74
6.382,6240.0,100.0,100.0,36.7,183.35,16.2,3.6,0.0,660.0,68.0,110.0,80.0,35.0,90.0,-7.5,4.5,13.76
6.432,6280.0,100.0,100.0,36.7,184.38,16.3,3.6,0.0,640.0,68.0,110.6,80.0,35.0,90.0,-8.0,4.5,13.87
6.482,6310.0,100.0,100.0,36.7,185.41,16.4,3.6,0.0,620.0,68.0,111.2,80.0,35.0,90.0,-8.5,4.5,13.76
6.533,6350.0,100.0,100.0,36.7,186.43,16.5,3.6,0.0,600.0,68.0,111.9,80.0,35.0,90.0,-9.0,4.5,13.67
6.583,6380.0,100.0,100.0,36.7,187.46,16.6,3.6,0.0,580.0,68.0,112.5,80.0,35.0,90.0,-9.5,4.5,13.79
6.633,6420.0,100.0,100.0,36.7,188.49,16.7,3.6,0.0,560.0,68.0,113.1,80.0,35.0,90.0,-10.0,4.5,13.8
6.683,6450.0,100.0,100.0,36.7,189.52,16.8,3.6,0.0,540.0,68.0,113.7,80.0,35.0,90.0,-10.5,4.5,13.81
6.734,6490.0,100.0,100.0,36.7,190.55,16.9,3.6,0.0,520.0,68.0,114.3,80.0,35.0,90.0,-11.0,4.5,13.71
6.784,6520.0,100.0,100.0,36.7,191.57,17.0,3.6,0.0,500.0,68.0,114.9,80.0,35.0,90.0,-11.5,4.5,13.92
6.834,6560.0,100.0,100.0,36.7,192.6,17.1,3.6,0.0,480.0,68.0,115.6,80.0,35.0,90.0,-12.0,4.5,13.73
6.884,6590.0,100.0,100.0,36.7,193.63,17.2,3.6,0.0,460.0,68.0,116.2,80.0,35.0,90.0,-12.5,4.5,13.76
6.935,6630.0,100.0,100.0,36.7,194.66,17.3,3.6,0.0,440.0,68.0,116.8,80.0,35.0,90.0,-13.0,4.5,13.86
6.985,6660.0,100.0,100.0,36.7,195.68,17.4,3.6,0.0,420.0,68.0,117.4,80.0,35.0,90.0,-13.5,4.5,13.81
7.035,6700.0,100.0,100.0,36.7,196.71,17.5,3.6,0.0,400.0,68.0,118.0,80.0,35.0,90.0,-14.0,4.5,13.85
7.085,6730.0,100.0,100.0,36.7,197.74,17.6,3.6,0.0,380.0,68.0,118.6,80.0,35.0,90.0,-14.5,4.5,13.82
7.136,6770.0,100.0,100.0,36.7,198.77,17.7,3.6,0.0,360.0,68.0,119.3,80.0,35.0,90.0,-15.0,4.5,13.83
7.186,6800.0,100.0,100.0,36.7,199.79,17.8,3.6,0.0,340.0,68.0,119.9,80.0,35.0,90.0,-15.5,4.5,13.84
7.236,6840.0,100.0,100.0,36.7,200.82,17.9,3.6,0.0,320.0,68.0,120.5,80.0,35.0,90.0,-16.0,4.5,13.75
7.286,6870.0,100.0,100.0,36.7,201.85,18.0,3.6,0.0,300.0,68.0,121.1,80.0,35.0,90.0,-16.5,4.5,13.66
7.337,6910.0,100.0,100.0,36.7,202.88,18.1,3.6,0.0,280.0,68.0,121.7,80.0,35.0,90.0,-17.0,4.5,13.85
7.387,6940.0,100.0,100.0,36.7,203.9,18.2,3.6,0.0,260.0,68.0,122.3,80.0,35.0,90.0,-17.5,4.5,13.81
7.437,6980.0,100.0,100.0,36.7,204.93,18.3,3.6,0.0,240.0,68.0,123.0,80.0,35.0,90.0,-18.0,4.5,13.73
7.487,7010.0,100.0,100.0,36.7,205.96,18.4,3.6,0.0,220.0,68.0,123.6,80.0,35.0,90.0,-18.5,4.5,13.78
7.538,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.75
7.588,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.78
7.638,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.88
7.688,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.92
7.739,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.8
7.789,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.76
7.839,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.84
7.889,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.83
7.94,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.83
7.99,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.81
8.04,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.8
8.09,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.9
8.141,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.76
8.191,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.76
8.241,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.9
8.291,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.8
8.342,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.86
8.392,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.8
8.442,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.76
8.492,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.81
8.543,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.85
8.593,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.77
8.643,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.81
8.693,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.82
8.744,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.83
8.794,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.73
8.844,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.79
8.894,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.79
8.945,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.79
8.995,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.8
9.045,800.0,0.0,0.0,9.7,6.21,14.7,36.0,0.0,2000.0,75.0,3.7,0.0,35.0,90.0,0.0,4.5,13.78
