%DataLog%
Filename: STOCK_01_Clean_Pull.csv
Vehicle ID: SIM-STOCK-01ECU Strategy: OEM-FACTORY-V1.0
--------------------------------------------------
Timestamp (s),Engine RPM,Throttle Position (%),Accelerator Pedal (%),Manifold Absolute Pressure (psi),Mass Air Flow (g/s),Air-Fuel Ratio (AFR),Ignition Timing (deg BTDC),Knock Retard Total (deg),HPFP Pressure (psi),LPFP Pressure (psi),Injector Duty Cycle (%),Wastegate Duty Cycle (%),Intake Air Temp (deg C),Engine Coolant Temp (deg C),Short Term Fuel Trim (%),Long Term Fuel Trim (%),Battery Voltage (V)
1.156,2120.0,65.7,100.0,16.57,28.11,14.57,22.75,0.0,2000.0,75.0,11.2,32.8,35.0,90.0,0.66,1.2,13.78
1.206,2160.0,76.0,100.0,17.46,30.16,14.62,21.69,0.0,2000.0,75.0,12.1,38.0,35.0,90.0,0.4,1.2,13.81
1.256,2200.0,83.2,100.0,18.3,32.21,12.8,20.68,0.0,1690.0,68.0,12.9,41.6,35.0,90.0,9.5,1.2,13.77
1.307,2240.0,88.2,100.0,19.08,34.19,12.8,19.74,0.0,1688.0,68.0,13.7,44.1,35.0,90.0,9.5,1.2,13.76
1.357,2280.0,91.8,100.0,19.78,36.08,12.8,18.9,0.0,1686.0,68.0,14.4,45.9,35.0,90.0,9.5,1.2,13.76
1.407,2320.0,94.2,100.0,20.41,37.88,12.8,18.15,0.0,1684.0,68.0,15.2,47.1,35.0,90.0,9.5,1.2,13.79
1.457,2360.0,96.0,100.0,20.96,39.58,12.8,17.48,0.0,1682.0,68.0,15.8,48.0,35.0,90.0,9.5,1.2,13.78
1.508,2400.0,97.2,100.0,21.46,41.2,12.8,16.89,0.0,1680.0,68.0,16.5,48.6,35.0,90.0,9.5,1.2,13.86
1.558,2440.0,98.0,100.0,21.89,42.74,12.8,16.37,0.0,1678.0,68.0,17.1,49.0,35.0,90.0,9.5,1.2,13.73
1.608,2480.0,98.6,100.0,22.28,44.2,12.8,15.9,0.0,1676.0,68.0,17.7,49.3,35.0,90.0,9.5,1.2,13.77
1.658,2520.0,99.0,100.0,22.62,45.61,12.8,15.49,0.0,1674.0,68.0,18.2,49.5,35.0,90.0,9.5,1.2,13.8
1.709,2560.0,99.3,100.0,22.93,46.96,12.8,15.12,0.0,1672.0,68.0,18.8,49.7,35.0,90.0,9.5,1.2,13.9
1.759,2600.0,99.5,100.0,23.2,48.27,12.8,14.79,0.0,1670.0,68.0,19.3,49.8,35.0,90.0,9.5,1.2,13.78
1.809,2640.0,99.7,100.0,23.45,49.53,12.8,14.5,0.0,1668.0,68.0,19.8,49.8,35.0,90.0,9.5,1.2,13.75
1.859,2680.0,99.8,100.0,23.67,50.75,12.8,14.24,0.0,1666.0,68.0,20.3,49.9,35.0,90.0,9.5,1.2,13.72
1.91,2720.0,99.8,100.0,23.87,51.93,12.8,14.0,0.0,1664.0,68.0,20.8,49.9,35.0,90.0,9.5,1.2,13.74
1.96,2760.0,99.9,100.0,24.04,53.09,12.8,13.79,0.0,1662.0,68.0,21.2,49.9,35.0,90.0,9.5,1.2,13.81
2.01,2800.0,99.9,100.0,24.2,54.22,12.8,13.6,0.0,1660.0,68.0,21.7,50.0,35.0,90.0,9.5,1.2,13.85
2.06,2840.0,99.9,100.0,24.35,55.32,12.8,13.42,0.0,1658.0,68.0,22.1,50.0,35.0,90.0,9.5,1.2,13.8
2.111,2880.0,100.0,100.0,24.48,56.4,12.8,13.27,0.0,1656.0,68.0,22.6,50.0,35.0,90.0,9.5,1.2,13.75
2.161,2920.0,100.0,100.0,24.59,57.45,12.8,13.13,0.0,1654.0,68.0,23.0,50.0,35.0,90.0,9.5,1.2,13.82
2.211,2960.0,100.0,100.0,24.7,58.49,12.8,13.0,0.0,1652.0,68.0,23.4,50.0,35.0,90.0,9.5,1.2,13.77
2.261,3000.0,100.0,100.0,24.8,59.51,12.8,12.89,0.0,1650.0,68.0,23.8,50.0,35.0,90.0,9.5,1.2,13.76
2.312,3040.0,100.0,100.0,24.88,60.51,12.8,12.78,0.0,1648.0,68.0,24.2,50.0,35.0,90.0,9.5,1.2,13.76
2.362,3080.0,100.0,100.0,24.96,61.5,12.8,12.69,0.0,1646.0,68.0,24.6,50.0,35.0,90.0,9.5,1.2,13.88
2.412,3120.0,100.0,100.0,25.03,62.48,12.8,12.6,0.0,1644.0,68.0,25.0,50.0,35.0,90.0,9.5,1.2,13.74
2.462,3160.0,100.0,100.0,25.09,63.44,12.8,12.53,0.0,1642.0,68.0,25.4,50.0,35.0,90.0,9.5,1.2,13.77
2.513,3200.0,100.0,100.0,25.15,64.39,12.8,12.46,0.0,1640.0,68.0,25.8,50.0,35.0,90.0,9.5,1.2,13.82
2.563,3240.0,100.0,100.0,25.2,65.33,12.8,12.39,0.0,1638.0,68.0,26.1,50.0,35.0,90.0,9.5,1.2,13.8
2.613,3280.0,100.0,100.0,25.25,66.26,12.8,12.34,0.0,1636.0,68.0,26.5,50.0,35.0,90.0,9.5,1.2,13.77
2.663,3320.0,100.0,100.0,25.29,67.18,12.8,12.29,0.0,1634.0,68.0,26.9,50.0,35.0,90.0,9.5,1.2,13.79
2.714,3360.0,100.0,100.0,25.33,68.09,12.8,12.24,0.0,1632.0,68.0,27.2,50.0,35.0,90.0,9.5,1.2,13.73
2.764,3400.0,100.0,100.0,25.37,69.0,12.8,12.2,0.0,1630.0,68.0,27.6,50.0,35.0,90.0,9.5,1.2,13.72
2.814,3440.0,100.0,100.0,25.4,69.9,12.8,12.16,0.0,1628.0,68.0,28.0,50.0,35.0,90.0,9.5,1.2,13.82
2.864,3480.0,100.0,100.0,25.43,70.79,12.8,12.13,0.0,1626.0,68.0,28.3,50.0,35.0,90.0,9.5,1.2,13.8
2.915,3520.0,100.0,100.0,25.45,71.68,12.8,12.1,0.0,1624.0,68.0,28.7,50.0,35.0,90.0,9.5,1.2,13.72
2.965,3560.0,100.0,100.0,25.48,72.56,12.8,12.07,0.0,1622.0,68.0,29.0,50.0,35.0,90.0,9.5,1.2,13.75
3.015,3600.0,100.0,100.0,25.5,73.44,12.8,12.04,0.0,1620.0,68.0,29.4,50.0,35.0,90.0,9.5,1.2,13.8
3.065,3640.0,100.0,100.0,25.52,74.31,12.8,12.02,0.0,1618.0,68.0,29.7,50.0,35.0,90.0,9.5,1.2,13.78
3.116,3680.0,100.0,100.0,25.54,75.18,12.8,12.0,0.0,1616.0,68.0,30.1,50.0,35.0,90.0,9.5,1.2,13.81
3.166,3720.0,100.0,100.0,25.55,76.04,12.8,11.98,0.0,1614.0,68.0,30.4,50.0,35.0,90.0,9.5,1.2,13.79
3.216,3760.0,100.0,100.0,25.56,76.9,12.8,11.96,0.0,1612.0,68.0,30.8,50.0,35.0,90.0,9.5,1.2,13.73
3.266,3800.0,100.0,100.0,25.58,77.76,12.8,11.95,0.0,1610.0,68.0,31.1,50.0,35.0,90.0,9.5,1.2,13.82
3.317,3840.0,100.0,100.0,25.59,78.61,12.8,11.93,0.0,1608.0,68.0,31.4,50.0,35.0,90.0,9.5,1.2,13.75
3.367,3880.0,100.0,100.0,25.6,79.46,12.8,11.92,0.0,1606.0,68.0,31.8,50.0,35.0,90.0,9.5,1.2,13.72
3.417,3920.0,100.0,100.0,25.61,80.31,12.8,11.91,0.0,1604.0,68.0,32.1,50.0,35.0,90.0,9.5,1.2,13.82
3.467,3960.0,100.0,100.0,25.62,81.16,12.8,11.9,0.0,1602.0,68.0,32.5,50.0,35.0,90.0,9.5,1.2,13.83
3.518,4000.0,100.0,100.0,25.63,82.0,12.8,11.89,0.0,1600.0,68.0,32.8,50.0,35.0,90.0,9.5,1.2,13.86
3.568,4040.0,100.0,100.0,25.63,82.85,12.8,11.88,0.0,1598.0,68.0,33.1,50.0,35.0,90.0,9.5,1.2,13.72
3.618,4080.0,100.0,100.0,25.64,83.69,12.8,11.87,0.0,1596.0,68.0,33.5,50.0,35.0,90.0,9.5,1.2,13.75
3.668,4120.0,100.0,100.0,25.65,84.53,12.8,11.87,0.0,1594.0,68.0,33.8,50.0,35.0,90.0,9.5,1.2,13.77
3.719,4160.0,100.0,100.0,25.65,85.36,12.8,11.86,0.0,1592.0,68.0,34.1,50.0,35.0,90.0,9.5,1.2,13.76
3.769,4200.0,100.0,100.0,25.66,86.2,12.8,11.85,0.0,1590.0,68.0,34.5,50.0,35.0,90.0,9.5,1.2,13.86
3.819,4240.0,100.0,100.0,25.66,87.04,12.8,11.85,0.0,1588.0,68.0,34.8,50.0,35.0,90.0,9.5,1.2,13.89
3.869,4280.0,100.0,100.0,25.66,87.87,12.8,11.84,0.0,1586.0,68.0,35.1,50.0,35.0,90.0,9.5,1.2,13.75
3.92,4320.0,100.0,100.0,25.67,88.7,12.8,11.84,0.0,1584.0,68.0,35.5,50.0,35.0,90.0,9.5,1.2,13.79
3.97,4360.0,100.0,100.0,25.67,89.54,12.8,11.84,0.0,1582.0,68.0,35.8,50.0,35.0,90.0,9.5,1.2,13.82
4.02,4400.0,100.0,100.0,25.67,90.37,12.8,11.83,0.0,1580.0,68.0,36.1,50.0,35.0,90.0,9.5,1.2,13.76
4.07,4440.0,100.0,100.0,25.68,91.2,12.8,11.83,0.0,1578.0,68.0,36.5,50.0,35.0,90.0,9.5,1.2,13.84
4.121,4480.0,100.0,100.0,25.68,92.03,12.8,11.83,0.0,1576.0,68.0,36.8,50.0,35.0,90.0,9.5,1.2,13.86
4.171,4520.0,100.0,100.0,25.68,92.86,12.8,11.82,0.0,1574.0,68.0,37.1,50.0,35.0,90.0,9.5,1.2,13.77
4.221,4560.0,100.0,100.0,25.68,93.69,12.8,11.82,0.0,1572.0,68.0,37.5,50.0,35.0,90.0,9.5,1.2,13.85
4.271,4600.0,100.0,100.0,25.68,94.52,12.8,11.82,0.0,1570.0,68.0,37.8,50.0,35.0,90.0,9.5,1.2,13.78
4.322,4640.0,100.0,100.0,25.69,95.34,12.8,11.82,0.0,1568.0,68.0,38.1,50.0,35.0,90.0,9.5,1.2,13.85
4.372,4680.0,100.0,100.0,25.69,96.17,12.8,11.82,0.0,1566.0,68.0,38.5,50.0,35.0,90.0,9.5,1.2,13.81
4.422,4720.0,100.0,100.0,25.69,97.0,12.8,11.81,0.0,1564.0,68.0,38.8,50.0,35.0,90.0,9.5,1.2,13.87
4.472,4760.0,100.0,100.0,25.69,97.82,12.8,11.81,0.0,1562.0,68.0,39.1,50.0,35.0,90.0,9.5,1.2,13.77
4.523,4800.0,100.0,100.0,25.69,98.65,12.8,11.81,0.0,1560.0,68.0,39.5,50.0,35.0,90.0,9.5,1.2,13.78
4.573,4840.0,100.0,100.0,25.69,99.48,12.8,11.81,0.0,1558.0,68.0,39.8,50.0,35.0,90.0,9.5,1.2,13.78
4.623,4880.0,100.0,100.0,25.69,100.3,12.8,11.81,0.0,1556.0,68.0,40.1,50.0,35.0,90.0,9.5,1.2,13.77
4.673,4920.0,100.0,100.0,25.69,101.13,12.8,11.81,0.0,1554.0,68.0,40.5,50.0,35.0,90.0,9.5,1.2,13.77
4.724,4960.0,100.0,100.0,25.69,101.95,12.8,11.81,0.0,1552.0,68.0,40.8,50.0,35.0,90.0,9.5,1.2,13.79
4.774,5000.0,100.0,100.0,25.69,102.78,12.8,11.81,0.0,1550.0,68.0,41.1,50.0,35.0,90.0,9.5,1.2,13.82
4.824,5040.0,100.0,100.0,25.69,103.6,12.8,11.81,0.0,1548.0,68.0,41.4,50.0,35.0,90.0,9.5,1.2,13.72
4.874,5080.0,100.0,100.0,25.7,104.42,12.8,11.81,0.0,1546.0,68.0,41.8,50.0,35.0,90.0,9.5,1.2,13.77
4.925,5120.0,100.0,100.0,25.7,105.25,12.8,11.81,0.0,1544.0,68.0,42.1,50.0,35.0,90.0,9.5,1.2,13.74
4.975,5160.0,100.0,100.0,25.7,106.07,12.8,11.8,0.0,1542.0,68.0,42.4,50.0,35.0,90.0,9.5,1.2,13.79
5.025,5200.0,100.0,100.0,25.7,0.0,12.8,11.8,0.0,1540.0,68.0,42.8,50.0,35.0,90.0,9.5,1.2,13.78
5.075,5240.0,100.0,100.0,25.7,107.72,12.8,11.8,0.0,1538.0,68.0,43.1,50.0,35.0,90.0,9.5,1.2,13.79
5.126,5280.0,100.0,100.0,25.7,108.54,12.8,11.8,0.0,1536.0,68.0,43.4,50.0,35.0,90.0,9.5,1.2,13.84
5.176,5320.0,100.0,100.0,25.7,109.37,12.8,11.8,0.0,1534.0,68.0,43.7,50.0,35.0,90.0,9.5,1.2,13.8
5.226,5360.0,100.0,100.0,25.7,110.19,12.8,11.8,0.0,1532.0,68.0,44.1,50.0,35.0,90.0,9.5,1.2,13.78
5.276,5400.0,100.0,100.0,25.7,111.01,12.8,11.8,0.0,1530.0,68.0,44.4,50.0,35.0,90.0,9.5,1.2,13.79
5.327,5440.0,100.0,100.0,25.7,111.84,12.8,11.8,0.0,1528.0,68.0,44.7,50.0,35.0,90.0,9.5,1.2,13.76
5.377,5480.0,100.0,100.0,25.7,112.66,12.8,11.8,0.0,1526.0,68.0,45.1,50.0,35.0,90.0,9.5,1.2,13.8
5.427,5520.0,100.0,100.0,25.7,113.48,12.8,11.8,0.0,1524.0,68.0,45.4,50.0,35.0,90.0,9.5,1.2,13.88
5.477,5560.0,100.0,100.0,25.7,114.31,12.8,11.8,0.0,1522.0,68.0,45.7,50.0,35.0,90.0,9.5,1.2,13.79
5.528,5600.0,100.0,100.0,25.7,115.13,12.8,11.8,0.0,1520.0,68.0,46.1,50.0,35.0,90.0,9.5,1.2,13.8
5.578,5640.0,100.0,100.0,25.7,115.95,12.8,11.8,0.0,1518.0,68.0,46.4,50.0,35.0,90.0,9.5,1.2,13.76
5.628,5680.0,100.0,100.0,25.7,116.78,12.8,11.8,0.0,1516.0,68.0,46.7,50.0,35.0,90.0,9.5,1.2,13.79
5.678,5720.0,100.0,100.0,25.7,117.6,12.8,11.8,0.0,1514.0,68.0,47.0,50.0,35.0,90.0,9.5,1.2,13.79
5.729,5760.0,100.0,100.0,25.7,118.42,12.8,11.8,0.0,1512.0,68.0,47.4,50.0,35.0,90.0,9.5,1.2,13.79
5.779,5800.0,100.0,100.0,25.7,119.24,12.8,11.8,0.0,1510.0,68.0,47.7,50.0,35.0,90.0,9.5,1.2,13.8
5.829,5840.0,100.0,100.0,25.7,120.07,12.8,11.8,0.0,1508.0,68.0,48.0,50.0,35.0,90.0,9.5,1.2,13.74
5.879,5880.0,100.0,100.0,25.7,120.89,12.8,11.8,0.0,1506.0,68.0,48.4,50.0,35.0,90.0,9.5,1.2,13.73
5.93,5920.0,100.0,100.0,25.7,121.71,12.8,11.8,0.0,1504.0,68.0,48.7,50.0,35.0,90.0,9.5,1.2,13.85
5.98,5960.0,100.0,100.0,25.7,122.53,12.8,11.8,0.0,1502.0,68.0,49.0,50.0,35.0,90.0,9.5,1.2,13.76
6.03,6000.0,100.0,100.0,25.7,123.36,12.8,11.8,0.0,1500.0,68.0,49.3,50.0,35.0,90.0,9.5,1.2,13.81
6.08,6040.0,100.0,100.0,25.7,124.18,12.8,11.8,0.0,1498.0,68.0,49.7,50.0,35.0,90.0,9.5,1.2,13.74
6.131,6080.0,100.0,100.0,25.7,125.0,12.8,11.8,0.0,1496.0,68.0,50.0,50.0,35.0,90.0,9.5,1.2,13.71
6.181,6120.0,100.0,100.0,25.7,125.83,12.8,11.8,0.0,1494.0,68.0,50.3,50.0,35.0,90.0,9.5,1.2,13.76
6.231,6160.0,100.0,100.0,25.7,126.65,12.8,11.8,0.0,1492.0,68.0,50.7,50.0,35.0,90.0,9.5,1.2,13.72
6.281,6200.0,100.0,100.0,25.7,127.47,12.8,11.8,0.0,1490.0,68.0,51.0,50.0,35.0,90.0,9.5,1.2,13.79
6.332,6240.0,100.0,100.0,25.7,128.29,12.8,11.8,0.0,1488.0,68.0,51.3,50.0,35.0,90.0,9.5,1.2,13.79
6.382,6280.0,100.0,100.0,25.7,129.12,12.8,11.8,0.0,1486.0,68.0,51.6,50.0,35.0,90.0,9.5,1.2,13.83
6.432,6320.0,100.0,100.0,25.7,129.94,12.8,11.8,0.0,1484.0,68.0,52.0,50.0,35.0,90.0,9.5,1.2,13.83
6.482,6360.0,100.0,100.0,25.7,130.76,12.8,11.8,0.0,1482.0,68.0,52.3,50.0,35.0,90.0,9.5,1.2,13.79
6.533,6400.0,100.0,100.0,25.7,131.58,12.8,11.8,0.0,1480.0,68.0,52.6,50.0,35.0,90.0,9.5,1.2,13.72
6.583,6440.0,100.0,100.0,25.7,132.41,12.8,11.8,0.0,1478.0,68.0,53.0,50.0,35.0,90.0,9.5,1.2,13.83
6.633,6480.0,100.0,100.0,25.7,133.23,12.8,11.8,0.0,1476.0,68.0,53.3,50.0,35.0,90.0,9.5,1.2,13.79
6.683,6520.0,100.0,100.0,25.7,134.05,12.8,11.8,0.0,1474.0,68.0,53.6,50.0,35.0,90.0,9.5,1.2,13.8
6.734,6560.0,100.0,100.0,25.7,134.87,12.8,11.8,0.0,1472.0,68.0,53.9,50.0,35.0,90.0,9.5,1.2,13.74
6.784,6600.0,100.0,100.0,25.7,135.7,12.8,11.8,0.0,1470.0,68.0,54.3,50.0,35.0,90.0,9.5,1.2,13.78
6.834,6640.0,100.0,100.0,25.7,136.52,12.8,11.8,0.0,1468.0,68.0,54.6,50.0,35.0,90.0,9.5,1.2,13.75
6.884,6680.0,100.0,100.0,25.7,137.34,12.8,11.8,0.0,1466.0,68.0,54.9,50.0,35.0,90.0,9.5,1.2,13.84
6.935,6720.0,100.0,100.0,25.7,138.16,12.8,11.8,0.0,1464.0,68.0,55.3,50.0,35.0,90.0,9.5,1.2,13.83
6.985,6760.0,100.0,100.0,25.7,138.99,12.8,11.8,0.0,1462.0,68.0,55.6,50.0,35.0,90.0,9.5,1.2,13.75
7.035,6800.0,100.0,100.0,25.7,139.81,12.8,11.8,0.0,1460.0,68.0,55.9,50.0,35.0,90.0,9.5,1.2,13.75
7.085,6840.0,100.0,100.0,25.7,140.63,12.8,11.8,0.0,1458.0,68.0,56.3,50.0,35.0,90.0,9.5,1.2,13.82
7.136,6880.0,100.0,100.0,25.7,141.45,12.8,11.8,0.0,1456.0,68.0,56.6,50.0,35.0,90.0,9.5,1.2,13.83
7.186,6920.0,100.0,100.0,25.7,142.27,12.8,11.8,0.0,1454.0,68.0,56.9,50.0,35.0,90.0,9.5,1.2,13.78
7.236,6960.0,100.0,100.0,25.7,143.1,12.8,11.8,0.0,1452.0,68.0,57.2,50.0,35.0,90.0,9.5,1.2,13.82
7.286,7000.0,100.0,100.0,25.7,143.92,12.8,11.8,0.0,1450.0,68.0,57.6,50.0,35.0,90.0,9.5,1.2,13.82
7.337,7040.0,100.0,100.0,25.7,144.74,12.8,11.8,0.0,1448.0,68.0,57.9,50.0,35.0,90.0,9.5,1.2,13.83
7.387,7080.0,100.0,100.0,25.7,145.56,12.8,11.8,0.0,1446.0,68.0,58.2,50.0,35.0,90.0,9.5,1.2,13.74
7.437,7120.0,100.0,100.0,25.7,146.39,12.8,11.8,0.0,1444.0,68.0,58.6,50.0,35.0,90.0,9.5,1.2,13.79
7.487,7160.0,100.0,100.0,25.7,147.21,12.8,11.8,0.0,1442.0,68.0,58.9,50.0,35.0,90.0,9.5,1.2,13.73
7.538,7020.0,0.0,0.0,9.7,54.54,20.0,31.0,0.0,2000.0,75.0,21.8,0.0,35.0,90.0,-26.5,1.2,13.85
7.588,7120.0,0.0,0.0,9.7,55.25,20.0,31.0,0.0,2000.0,75.0,22.1,0.0,35.0,90.0,-26.5,1.2,13.75
7.638,7190.0,0.0,0.0,9.7,55.82,20.0,31.0,0.0,2000.0,75.0,22.3,0.0,35.0,90.0,-26.5,1.2,13.79
7.688,7180.0,0.0,0.0,9.7,55.72,20.0,31.0,0.0,2000.0,75.0,22.3,0.0,35.0,90.0,-26.5,1.2,13.85
7.739,7090.0,0.0,0.0,9.7,55.05,20.0,31.0,0.0,2000.0,75.0,22.0,0.0,35.0,90.0,-26.5,1.2,13.77
7.789,7010.0,0.0,0.0,9.7,54.42,20.0,31.0,0.0,2000.0,75.0,21.8,0.0,35.0,90.0,-26.5,1.2,13.79
7.839,7010.0,0.0,0.0,9.7,54.41,20.0,31.0,0.0,2000.0,75.0,21.8,0.0,35.0,90.0,-26.5,1.2,13.81
7.889,7090.0,0.0,0.0,9.7,55.03,20.0,31.0,0.0,2000.0,75.0,22.0,0.0,35.0,90.0,-26.5,1.2,13.81
7.94,7170.0,0.0,0.0,9.7,55.71,20.0,31.0,0.0,2000.0,75.0,22.3,0.0,35.0,90.0,-26.5,1.2,13.73
7.99,7190.0,0.0,0.0,9.7,55.83,20.0,31.0,0.0,2000.0,75.0,22.3,0.0,35.0,90.0,-26.5,1.2,13.78
8.04,7120.0,0.0,0.0,9.7,55.27,20.0,31.0,0.0,2000.0,75.0,22.1,0.0,35.0,90.0,-26.5,1.2,13.79
8.09,7020.0,0.0,0.0,9.7,54.55,20.0,31.0,0.0,2000.0,75.0,21.8,0.0,35.0,90.0,-26.5,1.2,13.8
8.141,7000.0,0.0,0.0,9.7,54.34,20.0,31.0,0.0,2000.0,75.0,21.7,0.0,35.0,90.0,-26.5,1.2,13.77
8.191,7060.0,0.0,0.0,9.7,54.82,20.0,31.0,0.0,2000.0,75.0,21.9,0.0,35.0,90.0,-26.5,1.2,13.82
8.241,7150.0,0.0,0.0,9.7,55.56,20.0,31.0,0.0,2000.0,75.0,22.2,0.0,35.0,90.0,-26.5,1.2,13.78
8.291,7190.0,0.0,0.0,9.7,55.87,20.0,31.0,0.0,2000.0,75.0,22.3,0.0,35.0,90.0,-26.5,1.2,13.82
8.342,7140.0,0.0,0.0,9.7,55.47,20.0,31.0,0.0,2000.0,75.0,22.2,0.0,35.0,90.0,-26.5,1.2,13.83
8.392,7050.0,0.0,0.0,9.7,54.73,20.0,31.0,0.0,2000.0,75.0,21.9,0.0,35.0,90.0,-26.5,1.2,13.9
8.442,7000.0,0.0,0.0,9.7,54.32,20.0,31.0,0.0,2000.0,75.0,21.7,0.0,35.0,90.0,-26.5,1.2,13.77
8.492,7030.0,0.0,0.0,9.7,54.63,20.0,31.0,0.0,2000.0,75.0,21.9,0.0,35.0,90.0,-26.5,1.2,13.81
8.543,7130.0,0.0,0.0,9.7,55.36,20.0,31.0,0.0,2000.0,75.0,22.1,0.0,35.0,90.0,-26.5,1.2,13.79
8.593,7190.0,0.0,0.0,9.7,55.85,20.0,31.0,0.0,2000.0,75.0,22.3,0.0,35.0,90.0,-26.5,1.2,13.81
8.643,7170.0,0.0,0.0,9.7,55.65,20.0,31.0,0.0,2000.0,75.0,22.3,0.0,35.0,90.0,-26.5,1.2,13.83
8.693,7070.0,0.0,0.0,9.7,54.93,20.0,31.0,0.0,2000.0,75.0,22.0,0.0,35.0,90.0,-26.5,1.2,13.78
8.744,7000.0,0.0,0.0,9.7,54.37,20.0,31.0,0.0,2000.0,75.0,21.7,0.0,35.0,90.0,-26.5,1.2,13.8
8.794,7010.0,0.0,0.0,9.7,54.47,20.0,31.0,0.0,2000.0,75.0,21.8,0.0,35.0,90.0,-26.5,1.2,13.83
8.844,7100.0,0.0,0.0,9.7,55.15,20.0,31.0,0.0,2000.0,75.0,22.1,0.0,35.0,90.0,-26.5,1.2,13.78
8.894,7180.0,0.0,0.0,9.7,55.78,20.0,31.0,0.0,2000.0,75.0,22.3,0.0,35.0,90.0,-26.5,1.2,13.74
8.945,7180.0,0.0,0.0,9.7,55.78,20.0,31.0,0.0,2000.0,75.0,22.3,0.0,35.0,90.0,-26.5,1.2,13.84
8.995,7100.0,0.0,0.0,9.7,55.15,20.0,31.0,0.0,2000.0,75.0,22.1,0.0,35.0,90.0,-26.5,1.2,13.77
