%DataLog%
Filename: SIM_02_Track_Day_HeatSoak.csv
Vehicle ID: SIM-TUNER-01
ECU Strategy: Stage-X-V2.4
--------------------------------------------------
Timestamp (s),Engine RPM,Throttle Position (%),Accelerator Pedal (%),Manifold Absolute Pressure (psi),Mass Air Flow (g/s),Air-Fuel Ratio (AFR),Ignition Timing (deg BTDC),Knock Retard Total (deg),HPFP Pressure (psi),LPFP Pressure (psi),Injector Duty Cycle (%),Wastegate Duty Cycle (%),Intake Air Temp (deg C),Engine Coolant Temp (deg C),Short Term Fuel Trim (%),Long Term Fuel Trim (%),Battery Voltage (V)
1.005,3000.0,80.0,80.0,14.7,35.28,14.62,30.0,0.0,2000.0,75.0,21.2,64.0,39.0,90.0,0.41,4.5,13.83
1.055,3010.0,80.0,80.0,15.31,36.93,14.57,29.27,0.0,2000.0,75.0,22.2,64.0,39.2,90.0,0.66,4.5,13.81
1.106,3030.0,80.0,80.0,15.86,38.44,14.55,28.61,0.0,2000.0,75.0,23.1,64.0,39.4,90.0,0.75,4.5,13.83
1.156,3040.0,80.0,80.0,16.36,39.85,14.57,28.01,0.0,2000.0,75.0,23.9,64.0,39.6,90.0,0.66,4.5,13.81
1.206,3060.0,80.0,80.0,16.81,41.15,14.62,27.47,0.0,2000.0,75.0,24.7,64.0,39.8,90.0,0.4,4.5,13.82
1.256,3070.0,80.0,80.0,17.22,42.36,14.69,26.98,0.0,2000.0,75.0,25.4,64.0,40.0,90.0,0.05,4.5,13.75
1.307,3090.0,80.0,80.0,17.59,43.48,14.76,26.53,0.0,2000.0,75.0,26.1,64.0,40.2,90.0,-0.32,4.5,13.82
1.357,3100.0,80.0,80.0,17.92,44.52,14.82,26.13,0.0,2000.0,75.0,26.7,64.0,40.4,90.0,-0.6,4.5,13.76
1.407,3120.0,80.0,80.0,18.22,45.49,14.85,25.77,0.0,2000.0,75.0,27.3,64.0,40.6,90.0,-0.74,4.5,13.81
1.457,3130.0,80.0,80.0,18.5,46.39,14.84,25.44,0.0,2000.0,75.0,27.8,64.0,40.8,90.0,-0.7,4.5,13.72
1.508,3150.0,80.0,80.0,18.75,47.24,14.8,25.15,0.0,2000.0,75.0,28.3,64.0,41.0,90.0,-0.49,4.5,13.79
1.558,3160.0,80.0,80.0,18.97,48.03,14.73,24.88,0.0,2000.0,75.0,28.8,64.0,41.2,90.0,-0.15,4.5,13.78
1.608,3180.0,80.0,80.0,19.17,48.77,14.66,24.63,0.0,2000.0,75.0,29.3,64.0,41.4,90.0,0.22,4.5,13.76
1.658,3190.0,80.0,80.0,19.36,49.47,14.59,24.41,0.0,2000.0,75.0,29.7,64.0,41.6,90.0,0.53,4.5,13.87
1.709,3210.0,80.0,80.0,19.52,50.13,14.56,24.21,0.0,2000.0,75.0,30.1,64.0,41.8,90.0,0.72,4.5,13.8
1.759,3220.0,80.0,80.0,19.67,50.75,14.55,24.03,0.0,2000.0,75.0,30.5,64.0,42.0,90.0,0.73,4.5,13.79
1.809,3240.0,80.0,80.0,19.81,51.34,14.59,23.87,0.0,2000.0,75.0,30.8,64.0,42.2,90.0,0.56,4.5,13.77
1.859,3250.0,80.0,80.0,19.93,51.9,14.65,23.72,0.0,2000.0,75.0,31.1,64.0,42.4,90.0,0.26,4.5,13.87
1.91,3270.0,80.0,80.0,20.04,52.43,14.72,23.59,0.0,2000.0,75.0,31.5,64.0,42.6,90.0,-0.11,4.5,13.77
1.96,3280.0,80.0,80.0,20.14,52.94,14.79,23.47,0.0,2000.0,75.0,31.8,64.0,42.8,90.0,-0.45,4.5,13.79
2.01,3300.0,80.0,80.0,20.23,53.42,14.84,23.36,0.0,2000.0,75.0,32.1,64.0,43.0,90.0,-0.68,4.5,13.67
2.06,3310.0,80.0,80.0,20.32,53.88,14.85,23.26,0.0,2000.0,75.0,32.3,64.0,43.2,90.0,-0.75,4.5,13.88
2.111,3330.0,80.0,80.0,20.39,54.32,14.83,23.17,0.0,2000.0,75.0,32.6,64.0,43.4,90.0,-0.63,4.5,13.77
2.161,3340.0,80.0,80.0,20.46,54.75,14.77,23.09,0.0,2000.0,75.0,32.8,64.0,43.6,90.0,-0.35,4.5,13.8
2.211,3360.0,80.0,80.0,20.52,55.16,14.7,23.02,0.0,2000.0,75.0,33.1,64.0,43.8,90.0,0.01,4.5,13.77
2.261,3370.0,80.0,80.0,20.57,55.55,14.63,22.95,0.0,2000.0,75.0,33.3,64.0,44.0,90.0,0.37,4.5,13.75
2.312,3390.0,80.0,80.0,20.62,55.93,14.57,22.89,0.0,2000.0,75.0,33.6,64.0,44.2,90.0,0.63,4.5,13.78
2.362,3400.0,80.0,80.0,20.67,56.3,14.55,22.84,0.0,2000.0,75.0,33.8,64.0,44.4,90.0,0.75,4.5,13.76
2.412,3420.0,80.0,80.0,20.71,56.66,14.56,22.79,0.0,2000.0,75.0,34.0,64.0,44.6,90.0,0.68,4.5,13.86
2.462,3430.0,80.0,80.0,20.75,57.02,14.61,22.74,0.0,2000.0,75.0,34.2,64.0,44.8,90.0,0.44,4.5,13.79
2.513,3450.0,80.0,80.0,20.78,57.36,14.68,22.7,0.0,2000.0,75.0,34.4,64.0,45.0,90.0,0.1,4.5,13.75
2.563,3460.0,80.0,80.0,20.81,57.69,14.75,22.67,0.0,2000.0,75.0,34.6,64.0,45.2,90.0,-0.27,4.5,13.85
2.613,3480.0,80.0,80.0,20.84,58.02,14.81,22.63,0.0,2000.0,75.0,34.8,64.0,45.4,90.0,-0.57,4.5,13.8
2.663,3490.0,80.0,80.0,20.86,58.34,14.85,22.6,0.0,2000.0,75.0,35.0,64.0,45.6,90.0,-0.73,4.5,13.87
2.714,3510.0,80.0,80.0,20.89,58.65,14.84,22.58,0.0,2000.0,75.0,35.2,64.0,45.8,90.0,-0.72,4.5,13.83
2.764,3520.0,80.0,80.0,20.91,58.96,14.8,22.55,0.0,2000.0,75.0,35.4,64.0,46.0,90.0,-0.52,4.5,13.8
2.814,3540.0,80.0,80.0,20.93,59.26,14.74,22.53,0.0,2000.0,75.0,35.6,64.0,46.2,90.0,-0.2,4.5,13.78
2.864,3550.0,80.0,80.0,20.94,59.56,14.67,22.51,0.0,2000.0,75.0,35.7,64.0,46.4,90.0,0.17,4.5,13.79
2.915,3570.0,80.0,80.0,20.96,59.85,14.6,22.49,0.0,2000.0,75.0,35.9,64.0,46.6,90.0,0.5,4.5,13.79
2.965,3580.0,80.0,80.0,20.97,60.14,14.56,22.48,0.0,2000.0,75.0,36.1,64.0,46.8,90.0,0.71,4.5,13.86
3.015,3600.0,80.0,80.0,20.98,60.43,14.55,22.46,0.0,2000.0,75.0,36.3,64.0,47.0,90.0,0.74,4.5,13.72
3.065,3610.0,80.0,80.0,20.99,60.71,14.58,22.45,0.0,2000.0,75.0,36.4,64.0,47.2,90.0,0.59,4.5,13.81
3.116,3630.0,80.0,80.0,21.0,61.0,14.64,22.44,0.0,2000.0,75.0,36.6,64.0,47.4,90.0,0.3,4.5,13.81
3.166,3640.0,80.0,80.0,21.01,61.27,14.71,22.42,0.0,2000.0,75.0,36.8,64.0,47.6,90.0,-0.06,4.5,13.76
3.216,3660.0,80.0,80.0,21.02,61.55,14.78,22.41,0.0,2000.0,75.0,36.9,64.0,47.8,90.0,-0.41,4.5,13.81
3.266,3670.0,80.0,80.0,21.03,61.82,14.83,22.41,0.0,2000.0,75.0,37.1,64.0,48.0,90.0,-0.66,4.5,13.87
3.317,3690.0,80.0,80.0,21.04,62.1,14.85,22.4,0.0,2000.0,75.0,37.3,64.0,48.2,90.0,-0.75,4.5,13.82
3.367,3700.0,80.0,80.0,21.04,62.37,14.83,22.39,0.0,2000.0,75.0,37.4,64.0,48.4,90.0,-0.65,4.5,13.92
3.417,3720.0,80.0,80.0,21.05,62.64,14.78,22.38,0.0,2000.0,75.0,37.6,64.0,48.6,90.0,-0.4,4.5,13.77
3.467,3730.0,80.0,80.0,21.05,62.9,14.71,22.38,0.0,2000.0,75.0,37.7,64.0,48.8,90.0,-0.04,4.5,13.81
3.518,3750.0,80.0,80.0,21.06,63.17,14.64,22.37,0.0,2000.0,75.0,37.9,64.0,49.0,90.0,0.32,4.5,13.78
3.568,3760.0,80.0,80.0,21.06,63.44,14.58,22.37,0.0,2000.0,75.0,38.1,64.0,49.2,90.0,0.61,4.5,13.77
3.618,3780.0,80.0,80.0,21.06,63.7,14.55,22.36,0.0,2000.0,75.0,38.2,64.0,49.4,90.0,0.74,4.5,13.96
3.668,3790.0,80.0,80.0,21.07,63.96,14.56,22.36,0.0,2000.0,75.0,38.4,64.0,49.6,90.0,0.7,4.5,13.84
3.719,3810.0,80.0,80.0,21.07,64.22,14.6,22.35,0.0,2000.0,75.0,38.5,64.0,49.8,90.0,0.48,4.5,13.76
3.769,3820.0,80.0,80.0,21.07,64.49,14.67,22.35,0.0,2000.0,75.0,38.7,64.0,50.0,90.0,0.15,4.5,13.76
3.819,3840.0,80.0,80.0,21.08,64.75,14.74,22.35,0.0,2000.0,75.0,38.8,64.0,50.2,90.0,-0.22,4.5,13.87
3.869,3850.0,80.0,80.0,21.08,65.01,14.81,22.35,0.0,2000.0,75.0,39.0,64.0,50.4,90.0,-0.54,4.5,13.77
3.92,3870.0,80.0,80.0,21.08,65.27,14.84,22.34,0.0,2000.0,75.0,39.2,64.0,50.6,90.0,-0.72,4.5,13.76
3.97,3880.0,80.0,80.0,21.08,65.52,14.85,22.34,0.0,2000.0,75.0,39.3,64.0,50.8,90.0,-0.73,4.5,13.76
4.02,3900.0,80.0,80.0,21.08,65.78,14.81,22.34,0.0,2000.0,75.0,39.5,64.0,51.0,90.0,-0.56,4.5,13.7
4.07,3910.0,80.0,80.0,21.09,66.04,14.75,22.34,0.0,2000.0,75.0,39.6,64.0,51.2,90.0,-0.25,4.5,13.71
4.121,3930.0,80.0,80.0,21.09,66.3,14.68,22.34,0.0,2000.0,75.0,39.8,64.0,51.4,90.0,0.12,4.5,13.87
4.171,3940.0,80.0,80.0,21.09,66.55,14.61,22.33,0.0,2000.0,75.0,39.9,64.0,51.6,90.0,0.46,4.5,13.82
4.221,3960.0,80.0,80.0,21.09,66.81,14.56,22.33,0.0,2000.0,75.0,40.1,64.0,51.8,90.0,0.69,4.5,13.83
4.271,3970.0,80.0,80.0,21.09,67.07,14.55,22.33,0.0,2000.0,75.0,40.2,64.0,52.0,90.0,0.75,4.5,13.88
4.322,3990.0,80.0,80.0,21.09,67.32,14.58,22.33,0.0,2000.0,75.0,40.4,64.0,52.2,90.0,0.62,4.5,13.78
4.372,4000.0,80.0,80.0,21.09,67.58,14.63,22.33,0.0,2000.0,75.0,40.5,64.0,52.4,90.0,0.35,4.5,13.86
4.422,4020.0,80.0,80.0,21.09,67.83,14.7,22.33,0.0,2000.0,75.0,40.7,64.0,52.6,90.0,-0.01,4.5,13.82
4.472,4030.0,80.0,80.0,21.09,68.09,14.77,22.33,0.0,2000.0,75.0,40.9,64.0,52.8,90.0,-0.37,4.5,13.88
4.523,4050.0,80.0,80.0,21.09,68.35,14.83,22.33,0.0,2000.0,75.0,41.0,64.0,53.0,90.0,-0.64,4.5,13.84
4.573,4060.0,80.0,80.0,21.09,68.6,14.85,22.33,0.0,2000.0,75.0,41.2,64.0,53.2,90.0,-0.75,4.5,13.87
4.623,4080.0,80.0,80.0,21.1,68.85,14.84,22.33,0.0,2000.0,75.0,41.3,64.0,53.4,90.0,-0.68,4.5,13.79
4.673,4090.0,80.0,80.0,21.1,69.11,14.79,22.33,0.0,2000.0,75.0,41.5,64.0,53.6,90.0,-0.44,4.5,13.79
4.724,4110.0,80.0,80.0,21.1,69.36,14.72,22.32,0.0,2000.0,75.0,41.6,64.0,53.8,90.0,-0.09,4.5,13.77
4.774,4120.0,80.0,80.0,21.1,69.62,14.64,22.32,0.0,2000.0,75.0,41.8,64.0,54.0,90.0,0.28,4.5,13.79
4.824,4140.0,80.0,80.0,21.1,69.87,14.58,22.32,0.0,2000.0,75.0,41.9,64.0,54.2,90.0,0.58,4.5,13.77
4.874,4150.0,80.0,80.0,21.1,70.13,14.55,22.32,0.0,2000.0,75.0,42.1,64.0,54.4,90.0,0.74,4.5,13.82
4.925,4170.0,80.0,80.0,21.1,70.38,14.56,22.32,0.0,2000.0,75.0,42.2,64.0,54.6,90.0,0.72,4.5,13.87
4.975,4180.0,80.0,80.0,21.1,70.63,14.6,22.32,0.0,2000.0,75.0,42.4,64.0,54.8,90.0,0.52,4.5,13.71
5.025,4200.0,80.0,80.0,21.1,70.89,14.66,22.32,-0.0,2000.0,75.0,42.5,64.0,55.0,90.0,0.2,4.5,13.85
5.075,4210.0,80.0,80.0,21.1,71.14,14.73,22.32,-0.05,2000.0,75.0,42.7,64.0,55.2,90.0,-0.17,4.5,13.76
5.126,4230.0,80.0,80.0,21.1,71.4,14.8,22.32,-0.1,2000.0,75.0,42.8,64.0,55.4,90.0,-0.5,4.5,13.81
5.176,4240.0,80.0,80.0,21.1,71.65,14.84,22.32,-0.15,2000.0,75.0,43.0,64.0,55.6,90.0,-0.71,4.5,13.84
5.226,4260.0,80.0,80.0,21.1,71.9,14.85,22.32,-0.2,2000.0,75.0,43.1,64.0,55.8,90.0,-0.74,4.5,13.74
5.276,4270.0,80.0,80.0,21.1,72.16,14.82,22.32,-0.25,2000.0,75.0,43.3,64.0,56.0,90.0,-0.59,4.5,13.69
5.327,4290.0,80.0,80.0,21.1,72.41,14.76,22.32,-0.3,2000.0,75.0,43.4,64.0,56.2,90.0,-0.3,4.5,13.8
5.377,4300.0,80.0,80.0,21.1,72.66,14.69,22.32,-0.35,2000.0,75.0,43.6,64.0,56.4,90.0,0.07,4.5,13.82
5.427,4320.0,80.0,80.0,21.1,72.92,14.62,22.32,-0.4,2000.0,75.0,43.8,64.0,56.6,90.0,0.42,4.5,13.77
5.477,4330.0,80.0,80.0,21.1,73.17,14.57,22.32,-0.45,2000.0,75.0,43.9,64.0,56.8,90.0,0.67,4.5,13.87
5.528,4350.0,80.0,80.0,21.1,73.43,14.55,22.32,-0.5,2000.0,75.0,44.1,64.0,57.0,90.0,0.75,4.5,13.79
5.578,4360.0,80.0,80.0,21.1,73.68,14.57,22.32,-0.55,2000.0,75.0,44.2,64.0,57.2,90.0,0.65,4.5,13.79
5.628,4380.0,80.0,80.0,21.1,73.93,14.62,22.32,-0.6,2000.0,75.0,44.4,64.0,57.4,90.0,0.39,4.5,13.83
5.678,4390.0,80.0,80.0,21.1,74.19,14.69,22.32,-0.65,2000.0,75.0,44.5,64.0,57.6,90.0,0.04,4.5,13.81
5.729,4410.0,80.0,80.0,21.1,74.44,14.77,22.32,-0.7,2000.0,75.0,44.7,64.0,57.8,90.0,-0.33,4.5,13.71
5.779,4420.0,80.0,80.0,21.1,74.69,14.82,22.32,-0.75,2000.0,75.0,44.8,64.0,58.0,90.0,-0.61,4.5,13.78
5.829,4440.0,80.0,80.0,21.1,74.95,14.85,22.32,-0.8,2000.0,75.0,45.0,64.0,58.2,90.0,-0.74,4.5,13.77
5.879,4450.0,80.0,80.0,21.1,75.2,14.84,22.32,-0.85,2000.0,75.0,45.1,64.0,58.4,90.0,-0.7,4.5,13.8
5.93,4470.0,80.0,80.0,21.1,75.45,14.8,22.32,-0.9,2000.0,75.0,45.3,64.0,58.6,90.0,-0.48,4.5,13.75
5.98,4480.0,80.0,80.0,21.1,75.71,14.73,22.32,-0.95,2000.0,75.0,45.4,64.0,58.8,90.0,-0.14,4.5,13.71
6.03,4500.0,80.0,80.0,21.1,75.96,14.65,22.32,-1.0,2000.0,75.0,45.6,64.0,59.0,90.0,0.23,4.5,13.77
6.08,4510.0,80.0,80.0,21.1,76.21,14.59,22.32,-1.05,2000.0,75.0,45.7,64.0,59.2,90.0,0.54,4.5,13.76
6.131,4530.0,80.0,80.0,21.1,76.47,14.56,22.32,-1.1,2000.0,75.0,45.9,64.0,59.4,90.0,0.72,4.5,13.7
6.181,4540.0,80.0,80.0,21.1,76.72,14.55,22.32,-1.15,2000.0,75.0,46.0,64.0,59.6,90.0,0.73,4.5,13.76
6.231,4560.0,80.0,80.0,21.1,76.97,14.59,22.32,-1.2,2000.0,75.0,46.2,64.0,59.8,90.0,0.55,4.5,13.71
6.281,4570.0,80.0,80.0,21.1,77.23,14.65,22.32,-1.25,2000.0,75.0,46.3,64.0,60.0,90.0,0.24,4.5,13.77
6.332,4590.0,80.0,80.0,21.1,77.48,14.73,22.32,-1.3,2000.0,75.0,46.5,64.0,60.2,90.0,-0.13,4.5,13.77
6.382,4600.0,80.0,80.0,21.1,77.73,14.79,22.32,-1.35,2000.0,75.0,46.6,64.0,60.4,90.0,-0.46,4.5,13.76
6.432,4620.0,80.0,80.0,21.1,77.99,14.84,22.32,-1.4,2000.0,75.0,46.8,64.0,60.6,90.0,-0.69,4.5,13.83
6.482,4630.0,80.0,80.0,21.1,78.24,14.85,22.32,-1.45,2000.0,75.0,46.9,64.0,60.8,90.0,-0.75,4.5,13.79
6.533,4650.0,80.0,80.0,21.1,78.49,14.82,22.32,-1.5,2000.0,75.0,47.1,64.0,61.0,90.0,-0.62,4.5,13.74
6.583,4660.0,80.0,80.0,21.1,78.74,14.77,22.32,-1.55,2000.0,75.0,47.2,64.0,61.2,90.0,-0.34,4.5,13.86
6.633,4680.0,80.0,80.0,21.1,79.0,14.7,22.32,-1.6,2000.0,75.0,47.4,64.0,61.4,90.0,0.02,4.5,13.75
6.683,4690.0,80.0,80.0,21.1,79.25,14.62,22.32,-1.65,2000.0,75.0,47.6,64.0,61.6,90.0,0.38,4.5,13.7
6.734,4710.0,80.0,80.0,21.1,79.5,14.57,22.32,-1.7,2000.0,75.0,47.7,64.0,61.8,90.0,0.64,4.5,13.87
6.784,4720.0,80.0,80.0,21.1,79.76,14.55,22.32,-1.75,2000.0,75.0,47.9,64.0,62.0,90.0,0.75,4.5,13.73
6.834,4740.0,80.0,80.0,21.1,80.01,14.57,22.32,-1.8,2000.0,75.0,48.0,64.0,62.2,90.0,0.67,4.5,13.87
6.884,4750.0,80.0,80.0,21.1,80.26,14.61,22.32,-1.85,2000.0,75.0,48.2,64.0,62.4,90.0,0.43,4.5,13.76
6.935,4770.0,80.0,80.0,21.1,80.52,14.68,22.32,-1.9,2000.0,75.0,48.3,64.0,62.6,90.0,0.09,4.5,13.81
6.985,4780.0,80.0,80.0,21.1,80.77,14.76,22.32,-1.95,2000.0,75.0,48.5,64.0,62.8,90.0,-0.28,4.5,13.84
7.035,4800.0,80.0,80.0,21.1,81.02,14.82,22.32,-2.0,2000.0,75.0,48.6,64.0,63.0,90.0,-0.58,4.5,13.8
7.085,4810.0,80.0,80.0,21.1,81.28,14.85,22.32,-2.05,2000.0,75.0,48.8,64.0,63.2,90.0,-0.74,4.5,13.88
7.136,4830.0,80.0,80.0,21.1,81.53,14.84,22.32,-2.1,2000.0,75.0,48.9,64.0,63.4,90.0,-0.71,4.5,13.82
7.186,4840.0,80.0,80.0,21.1,81.78,14.8,22.32,-2.15,2000.0,75.0,49.1,64.0,63.6,90.0,-0.51,4.5,13.74
7.236,4860.0,80.0,80.0,21.1,82.04,14.74,22.32,-2.2,2000.0,75.0,49.2,64.0,63.8,90.0,-0.19,4.5,13.81
7.286,4870.0,80.0,80.0,21.1,82.29,14.66,22.32,-2.25,2000.0,75.0,49.4,64.0,64.0,90.0,0.18,4.5,13.78
7.337,4890.0,80.0,80.0,21.1,82.54,14.6,22.32,-2.3,2000.0,75.0,49.5,64.0,64.2,90.0,0.51,4.5,13.75
7.387,4900.0,80.0,80.0,21.1,82.8,14.56,22.32,-2.35,2000.0,75.0,49.7,64.0,64.4,90.0,0.71,4.5,13.72
7.437,4920.0,80.0,80.0,21.1,83.05,14.55,22.32,-2.4,2000.0,75.0,49.8,64.0,64.6,90.0,0.74,4.5,13.75
7.487,4930.0,80.0,80.0,21.1,83.3,14.58,22.32,-2.45,2000.0,75.0,50.0,64.0,64.8,90.0,0.59,4.5,13.82
7.538,4950.0,80.0,80.0,21.1,83.56,14.64,22.32,-2.5,2000.0,75.0,50.1,64.0,65.0,90.0,0.29,4.5,13.78
7.588,4960.0,80.0,80.0,21.1,83.81,14.72,22.32,-2.55,2000.0,75.0,50.3,64.0,65.2,90.0,-0.08,4.5,13.8
7.638,4980.0,80.0,80.0,21.1,84.06,14.78,22.32,-2.6,2000.0,75.0,50.4,64.0,65.4,90.0,-0.42,4.5,13.75
7.688,4990.0,80.0,80.0,21.1,84.32,14.83,22.32,-2.65,2000.0,75.0,50.6,64.0,65.6,90.0,-0.67,4.5,13.85
7.739,5010.0,80.0,80.0,21.1,84.57,14.85,22.32,-2.7,2000.0,75.0,50.7,64.0,65.8,90.0,-0.75,4.5,13.76
7.789,5020.0,80.0,80.0,21.1,84.82,14.83,22.32,-2.75,2000.0,75.0,50.9,64.0,66.0,90.0,-0.65,4.5,13.82
7.839,5040.0,80.0,80.0,21.1,85.08,14.78,22.32,-2.8,2000.0,75.0,51.0,64.0,66.2,90.0,-0.39,4.5,13.79
7.889,5050.0,80.0,80.0,21.1,85.33,14.71,22.32,-2.85,2000.0,75.0,51.2,64.0,66.4,90.0,-0.03,4.5,13.86
7.94,5070.0,80.0,80.0,21.1,85.58,14.63,22.32,-2.9,2000.0,75.0,51.3,64.0,66.6,90.0,0.33,4.5,13.83
7.99,5080.0,80.0,80.0,21.1,85.83,14.58,22.32,-2.95,2000.0,75.0,51.5,64.0,66.8,90.0,0.61,4.5,13.89
8.04,5100.0,80.0,80.0,21.1,86.09,14.55,22.32,-3.0,2000.0,75.0,51.7,64.0,67.0,90.0,0.75,4.5,13.91
8.09,5110.0,80.0,80.0,21.1,86.34,14.56,22.32,-3.05,2000.0,75.0,51.8,64.0,67.2,90.0,0.69,4.5,13.77
8.141,5130.0,80.0,80.0,21.1,86.59,14.61,22.32,-3.1,2000.0,75.0,52.0,64.0,67.4,90.0,0.47,4.5,13.76
8.191,5140.0,80.0,80.0,21.1,86.85,14.67,22.32,-3.15,2000.0,75.0,52.1,64.0,67.6,90.0,0.14,4.5,13.84
8.241,5160.0,80.0,80.0,21.1,87.1,14.75,22.32,-3.2,2000.0,75.0,52.3,64.0,67.8,90.0,-0.23,4.5,13.77
8.291,5170.0,80.0,80.0,21.1,87.35,14.81,22.32,-3.25,2000.0,75.0,52.4,64.0,68.0,90.0,-0.55,4.5,13.78
8.342,5190.0,80.0,80.0,21.1,87.61,14.85,22.32,-3.3,2000.0,75.0,52.6,64.0,68.2,90.0,-0.73,4.5,13.71
8.392,5200.0,80.0,80.0,21.1,87.86,14.85,22.32,-3.35,2000.0,75.0,52.7,64.0,68.4,90.0,-0.73,4.5,13.87
8.442,5220.0,80.0,80.0,21.1,88.11,14.81,22.32,-3.4,2000.0,75.0,52.9,64.0,68.6,90.0,-0.55,4.5,13.85
8.492,5230.0,80.0,80.0,21.1,88.37,14.75,22.32,-3.45,2000.0,75.0,53.0,64.0,68.8,90.0,-0.24,4.5,13.85
8.543,5250.0,80.0,80.0,21.1,88.62,14.67,22.32,-3.5,2000.0,75.0,53.2,64.0,69.0,90.0,0.13,4.5,13.78
8.593,5260.0,80.0,80.0,21.1,88.87,14.61,22.32,-3.55,2000.0,75.0,53.3,64.0,69.2,90.0,0.47,4.5,13.79
8.643,5280.0,80.0,80.0,21.1,89.13,14.56,22.32,-3.6,2000.0,75.0,53.5,64.0,69.4,90.0,0.69,4.5,13.73
8.693,5290.0,80.0,80.0,21.1,89.38,14.55,22.32,-3.65,2000.0,75.0,53.6,64.0,69.6,90.0,0.75,4.5,13.82
8.744,5310.0,80.0,80.0,21.1,89.63,14.58,22.32,-3.7,2000.0,75.0,53.8,64.0,69.8,90.0,0.62,4.5,13.76
8.794,5320.0,80.0,80.0,21.1,89.89,14.63,22.32,-3.75,2000.0,75.0,53.9,64.0,70.0,90.0,0.34,4.5,13.74
8.844,5340.0,80.0,80.0,21.1,90.14,14.71,22.32,-3.8,2000.0,75.0,54.1,64.0,70.2,90.0,-0.03,4.5,13.77
8.894,5350.0,80.0,80.0,21.1,90.39,14.78,22.32,-3.85,2000.0,75.0,54.2,64.0,70.4,90.0,-0.38,4.5,13.85
8.945,5370.0,80.0,80.0,21.1,90.65,14.83,22.32,-3.9,2000.0,75.0,54.4,64.0,70.6,90.0,-0.65,4.5,13.86
